Benchmark,Steady Percentage
org_apacheproj_arrowmethod_org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmarkparams_alignSize=2,"([0.14533333333333334, 0.9336224149432956, 0.9336224149432956, 0.9336445481827276, 0.9336445481827276, 0.9336002669336003, 0.9336224149432956, 0.9336445481827276, 0.9336224149432956, 0.9336002669336003], [0.0004127921972183767, 6.415706118494124e-05, 6.22596381489579e-05, 6.492337556545213e-05, 6.193954595974366e-05, 6.488752800253748e-05, 6.768511186234016e-05, 6.221525716282962e-05, 6.554886211598136e-05, 6.212258200495821e-05], [False, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdkparams_,"([0.9336666666666666, 0.9337792642140468, 0.9334893048128342, 0.9336666666666666, 0.9341797527564317, 0.9335781041388518, 0.9342237061769616, 0.9338677354709419, 0.9335559265442404, 0.9335337341349366], [3.6620377509125555, 2.4018914849246777, 2.4246140549725834, 4.088365722708222, 2.397440508305915, 2.2175778576623375, 2.2047375702810985, 2.1296506321454554, 2.417146754992208, 2.1982874353593083], [True, False, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_hex.tree.gbm.GbmMojoScoringBench.measureGbmScore0params_rows=100000,"([0.9336666666666666, 0.8653333333333333, 0.9336666666666666, 0.9336666666666666, 0.8653333333333333, 0.9336666666666666, 0.9336666666666666, 0.9336666666666666, 0.9336666666666666, 0.932], [128.24189337599998, 255.5673313280001, 129.45195008000013, 127.79100569600016, 253.80467507199995, 128.412811264, 127.56975616000022, 127.01086515199995, 127.1304028160001, 129.66271385599995], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDeltaSteppingCompleteparams_numOfVertices=2000,"([1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 0.9336666666666666, 1.0003333333333333, 1.0003333333333333], [0, 0, 0, 0, 0, 0, 0, 21.592276991999988, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCDparams_,"([0.9334893048128342, 0.9133779264214047, 0.9217914438502673, 0.9317269076305221, 0.9099129269926323, 0.9199329983249581, 0.9215817694369973, 0.9333556597454788, 0.9266577361018085, 0.9032797858099063], [8.303690616788598e-05, 9.320672312584531e-05, 8.605649291810536e-05, 7.346434177535118e-05, 9.558492992909737e-05, 8.974579639157256e-05, 8.054618243772981e-05, 7.38757136436631e-05, 8.191020586735885e-05, 0.00011685494523810972], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValuesparams_,"([0.347, 0.932, 1.0003333333333333, 1.0003333333333333, 0.9336666666666666, 0.922, 0.859, 0.9323333333333333, 1.0003333333333333, 0.8403333333333334], [1522.1464760320018, 162.52823142399996, 0, 0, 159.85541120000002, 185.698615296, 338.10179686400005, 164.953587712, 0, 382.6264309759995], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbcparams_resultSize=100,"([0.9333333333333333, 0.9134228187919463, 0.9333333333333333, 0.9284041485446638, 0.9333109919571045, 0.9330867518493612, 0.9231027535258562, 0.9330867518493612, 0.9331990600872776, 0.9065639651707971], [0.0020473696699409207, 0.0026571471707894675, 0.002031795433747507, 0.002192901556394338, 0.0020813145355095377, 0.002005225057995395, 0.002300214724470861, 0.0020367341264179205, 0.002042734446779101, 0.0028301653159851347], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmarkparams_,"([0.104736490993996, 0.10366666666666667, 0.10533333333333333, 1.0003336670003338, 0.10503501167055686, 0.9336445481827276, 0.10366666666666667, 1.0003334444814937, 0.932, 0.9336445481827276], [0.00012409913321478685, 0.00012201979620601254, 0.0001220401227927647, 0, 0.0001225429004995363, 9.558757660166205e-06, 0.00012516586493264176, 0, 9.727949542885764e-06, 9.547681319732366e-06], [False, False, False, True, False, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_randomDataparams_,"([0.3251923720307795, 0.2237808951235805, 0.34048257372654156, 0.5905590893873451, 0.36843864928117687, 0.5689424364123159, 0.7793773016404419, 0.273972602739726, 0.7864304812834224, 0.7283661877714668], [0.0007132706861039603, 0.0016726689439447576, 0.00046047313804999687, 0.0006812228687617073, 0.0013717156567230099, 0.00015516145645443383, 0.0004939291042863174, 0.0013568745206824758, 0.0004902927665832357, 0.0001629360434735685], [False, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirectparams_,"([1.0003336670003338, 0.6801470588235294, 0.900033433634236, 0.29966555183946486, 0.7369826435246996, 0.7312834224598931, 0.8169344042838019, 0.8887403942532576, 0.5643597459043798, 0.8748745399799264], [0, 0.01993616912707751, 0.01243222036209385, 0.08836054981231743, 0.032624489462398265, 0.0331392292474578, 0.02268811621367098, 0.01347090480086173, 0.04740549148028892, 0.01556409853491835], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToCharparams_,"([0.9318637274549099, 0.18789702440655298, 0.18400802944128472, 0.6128924515698063, 0.843687374749499, 0.9334670678702774, 0.5018351685018352, 0.7612040133779264, 0.866934135740555, 0.9016722408026756], [0.007834473955985586, 0.08518957553950834, 0.08545314030552831, 0.03975640444405218, 0.007894517710199164, 0.00746446996603175, 0.00786551369028525, 0.027108186951849533, 0.007884653827859293, 0.012740366167700374], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelectparams_,"([0.2363757940488131, 0.9334002677376171, 0.9336002669336003, 0.9333556597454788, 0.17228714524207012, 0.9334448160535117, 0.9334448160535117, 0.9334225493476079, 0.9336002669336003, 0.9334225493476079], [0.046542469127921635, 0.005589921553859595, 0.0054586666337867506, 0.005784707721413382, 0.049443159026504716, 0.0053405487099755814, 0.00506249447119177, 0.005539869599942197, 0.005761112828820667, 0.0058430325382942865], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.TroveMapPutTest.troveparams_isPresized=true&loadFactor=0.55&size=4250000,"([0.9339779926642214, 0.8238238238238238, 0.8261594928261595, 0.9309539693128752, 0.4666444296197465, 0.8302201467645097, 0.9309769923307769, 0.935, 0.6186186186186187, 0.9346012679346013], [145.76674406400008, 374.54295859200056, 369.78976358400007, 150.6531082240001, 1122.4324505600005, 364.771278848, 151.402840064, 141.8933043200001, 818.4817254400012, 143.23023872000007], [True, True, False, True, True, True, False, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.getparams_size=5500000,"([0.6443333333333333, 0.846, 0.6473333333333333, 0.347, 0.36033333333333334, 0.814, 0.8405603735823882, 0.8286666666666667, 0.9003333333333333, 0.8502334889926618], [501.85266790400624, 271.5680768000008, 177.84740249600037, 1128.1959485440063, 1109.3189591040018, 335.7320151039998, 282.4559656959995, 305.89268787200064, 180.1778626559999, 267.3512284159995], [False, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_hex.AUCBuilderBench.perRowparams_nBins=40&nObs=1000,"([1.0003338898163605, 1.0003348961821836, 1.0003336670003338, 1.0003342245989304, 1.0003348961821836, 1.0003342245989304, 1.0003351206434317, 1.0003338898163605, 1.0003347840642784, 1.0003337783711614], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRefparams_isPresized=false&loadFactor=0.75&size=5500000,"([1.0003335557038024, 1.0003334444814937, 1.0003334444814937, 1.0003333333333333, 1.0003333333333333, 1.0003334444814937, 1.0003333333333333, 1.0003334444814937, 1.0003333333333333, 1.0003333333333333], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chineseparams_,"([1.0003335557038024, 1.0003334444814937, 1.0003334444814937, 1.0003335557038024, 1.0003334444814937, 1.0003333333333333, 1.0003334444814937, 0.8021354688021355, 0.9355807743658211, 1.0003336670003338], [0, 0, 0, 0, 0, 0, 0, 6.084868880286157e-05, 1.992966819809107e-05, 0], [True, True, True, True, True, True, True, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=GZIP&maxBatchSize=10&messageSize=100000&messageVersion=1,"([0.9118825100133512, 0.9335337341349366, 0.9335559265442404, 0.9334002677376171, 0.9334002677376171, 0.9235647530040053, 0.9336002669336003, 0.8651085141903172, 0.9335337341349366, 0.9336666666666666], [0.10937258666666663, 0.08545331200000002, 0.08605371733333332, 0.08371165866666667, 0.08666965333333332, 0.09829811200000006, 0.08932215466666668, 0.16536038399999992, 0.0858369706666667, 0.08385425066666666], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxyparams_,"([0.0678475935828877, 0.39705882352941174, 0.4093489148580968, 0.1756440281030445, 0.913464751085867, 0.9119706568856285, 0.3878504672897196, 0.8481605351170568, 0.9319319319319319, 0.9035058430717863], [0.3511947587279057, 0.26527385639209533, 0.29705897903946005, 0.3954078537281249, 0.037770344910813276, 0.03478107164551465, 0.24777576642472432, 0.06185758260939747, 0.03823693482118965, 0.042898408893816124], [False, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestampparams_,"([0.9333556597454788, 0.9316811788345613, 0.7915831663326653, 0.5779632721202004, 0.9335115268960908, 0.9199061662198391, 0.9331092436974789, 0.7795249247239879, 0.9331766286098052, 0.9334448160535117], [0.0003670018288866143, 0.000312600609924274, 0.0007987142841422154, 0.0014398484166552221, 0.0003392568031515267, 0.0003988914474391222, 0.0003126807250618129, 0.0008787704221577868, 0.0002971963233044537, 0.0003006203243443275], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMissparams_,"([1.0003335557038024, 0.8283806343906511, 0.9338456398262612, 0.8284951618284951, 0.8300500834724541, 1.0003343363423605, 0.8282085561497327, 0.828437917222964, 0.5970647098065377, 0.8302201467645097], [0, 3.378136061054753e-05, 1.2790140673370384e-05, 3.340734330907605e-05, 3.376065911081042e-05, 0, 3.2445740982238274e-05, 3.2850023730953345e-05, 3.044512708060088e-05, 3.206908431239961e-05], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPathsparams_k=50&n=100&numberOfQueries=20&p=0.3,"([0.927, 0.737, 0.9286666666666666, 0.9223333333333333, 0.822, 0.9323333333333333, 0.827, 0.702, 1.0003333333333333, 0.827], [82.50772684800006, 286.09976729600004, 81.11679078399989, 87.44180121600002, 199.03440486400004, 74.48402329599998, 187.1954575359999, 329.6927416320002, 0, 192.60348825599976], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnmparams_edgeDegree=500&numOfVertices=10000,"([1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.8352234823215477, 0.8365641711229946, 0.8348930481283422, 0.8363453815261044, 0.30992978936810434, 0.8516538590043434, 0.8347826086956521, 0.8333333333333334, 0.8403333333333334, 0.8533244236551955], [0.8722703873111208, 0.8518073223188677, 0.8595651654866208, 0.8378431002897024, 3.9400711469702387, 0.766342557234648, 0.8543053824563199, 0.8717779778407736, 0.8331335299649258, 0.7534064561186506], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToStringparams_,"([0.7498329993319973, 0.9184219324640588, 0.7233900567233901, 0.782870525259284, 0.920120320855615, 0.8184245660881175, 0.9098827470686767, 0.7563587684069611, 0.9335115268960908, 0.8114973262032086], [0.002216895493477684, 0.0008579157906441184, 0.002276444239554289, 0.0018237814446347216, 0.0006888558144669112, 0.0014599164133162338, 0.0008597794700113784, 0.0014611910409465382, 0.000557349621825586, 0.001637242687408085], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaselineparams_limit=128000,"([0.715382048715382, 0.3548064085447263, 0.764, 0.78, 0.47415805268422806, 0.5251750583527842, 0.2654218072690897, 0.48899266177451634, 0.8072690896965655, 0.9339779926642214], [4.543144158646413e-05, 0.00013368747493855873, 4.72814849587771e-05, 2.930168048889948e-05, 0.0001098494550241461, 8.430141438436389e-05, 0.00014661947095058993, 2.3497512003149674e-05, 3.2898877722661685e-05, 1.4556464716316858e-05], [True, True, True, False, True, True, False, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoderparams_,"([0.9234113712374582, 0.8651085141903172, 0.9336224149432956, 0.9335115268960908, 0.913290927351858, 0.9251336898395722, 0.9251336898395722, 0.9334893048128342, 0.933889816360601, 0.9200133868808568], [0.6773649495322329, 1.1579326224091355, 0.6148641783406312, 0.5787166156944853, 0.7785422937834058, 0.6861193656793131, 0.6739068493675608, 0.6026518742883059, 0.616966636349716, 0.7228144075138052], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.VariableWidthVectorBenchmarks.getValueCapacityparams_,"([0.6255006675567423, 0.43266666666666664, 0.8246666666666667, 0.417, 0.27266666666666667, 0.7717717717717718, 0.822, 0.7106666666666667, 0.8726666666666667, 0.40527018012008004], [5.64645530325834e-05, 9.794611347771643e-05, 1.2357074296627282e-05, 0.00011645168447788999, 0.00011192044191157234, 4.507998649052046e-05, 3.7147816389906546e-05, 5.464011619653638e-05, 2.3919417007714563e-05, 0.00011064457370817106], [False, False, False, True, False, True, True, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.LoadTypeConvertersTest.loadparams_,"([0.9285237140948563, 0.9335115268960908, 0.9318864774624374, 0.9285237140948563, 0.9319546364242829, 0.9319546364242829, 0.9335559265442404, 0.9336224149432956, 0.9183673469387755, 0.9084224598930482], [3.6282496341333337, 3.5896972629333357, 3.548041216000001, 3.531630728533333, 3.558504038400001, 3.332422860799999, 3.2275111936000003, 3.3907184981333334, 3.985116754895236, 5.162607411199997], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSortparams_,"([0.8636666666666667, 0.927, 0.9256666666666666, 0.9136666666666666, 0.922, 0.934, 0.9136666666666666, 0.922, 0.9203333333333333, 0.934], [330.67473305600055, 177.27120998399988, 181.19078707199992, 210.52889497599983, 187.28091648000003, 162.63833190399995, 211.38767871999988, 190.000922624, 193.091076096, 159.29756876800016], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType4params_,"([0.9323333333333333, 0.9335337341349366, 0.9334448160535117, 0.9336666666666666, 0.9348697394789579, 0.7735911970656886, 0.8902967655885295, 0.9252086811352254, 0.18512341561040693, 0.1801470588235294], [1.5143255478600872e-05, 1.5142073215283637e-05, 1.3273641045033713e-05, 1.5086015037027329e-05, 1.5712303311298943e-05, 1.759871997833156e-05, 2.0968453143232447e-05, 1.5073398858212564e-05, 4.790990434568107e-05, 0.00016317729283271185], [True, True, True, True, True, False, True, True, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.RuntimeSchemaBenchmark.generated_serialize_10_int_fieldparams_,"([0.9336445481827276, 0.9336224149432956, 0.9319319319319319, 0.8416138712904302, 0.934, 0.9336224149432956, 0.9336666666666666, 0.09866666666666667, 0.932, 0.543], [1.5739879189457395e-05, 1.5603779272243166e-05, 1.6005490215414418e-05, 1.738960100987451e-05, 1.6448821994007602e-05, 1.606023706637741e-05, 1.5576110316208304e-05, 0.00020301208168860475, 1.655675221292116e-05, 5.015259264135325e-05], [True, True, True, True, False, True, True, False, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitiveparams_,"([0.9334670678702774, 0.8667334669338678, 0.9120401337792642, 0.9300535475234271, 0.9335337341349366, 0.926829268292683, 0.9334225493476079, 0.9332886356017432, 0.8547523427041499, 0.8463855421686747], [0.09562312455232949, 0.17658269280314418, 0.1254824676467878, 0.10215958368793893, 0.1043650223276668, 0.11055210427898364, 0.09756490638948752, 0.09290271414453945, 0.19767352980027286, 0.20332159661210575], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.serialization.impl.portable.portablereader.DefaultPortableReaderBenchmark.readparams_,"([0.8662420382165605, 0.8646112600536193, 0.9333109919571045, 0.8594431398859443, 0.9332214765100671, 0.9332662642521797, 0.9102778707733512, 0.8362357669122572, 0.9333109919571045, 0.93027153871941], [0.0002964623189014295, 0.0003015424573909806, 0.00015447732383452967, 0.0003212498501207678, 0.00015668046782393383, 0.00015476423487128523, 0.00019930757564731353, 0.0003483115706469443, 0.00015636270305200992, 0.0001701146864560428], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopyparams_,"([0.33188792528352234, 0.7743333333333333, 0.649, 0.9219739913304434, 0.37658438959306206, 0.47182394131377126, 0.9309769923307769, 0.9086666666666666, 1.0003334444814937, 0.31786310517529215], [0.0001738300540645232, 5.638132989928743e-05, 8.563941168504554e-05, 1.809054944698905e-05, 0.00016399607169595212, 0.00012916836564843705, 1.767976195905558e-05, 2.3068378218030472e-05, 0, 7.457716801213917e-05], [True, True, False, True, True, True, False, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializerparams_stringLength=10000,"([0.8651085141903172, 0.9285714285714286, 0.9102136181575434, 0.9200936141758609, 0.9335115268960908, 0.9336002669336003, 0.8884435537742151, 0.9302403204272364, 0.9334448160535117, 0.9001669449081803], [0.007664624331238662, 0.004242524211854548, 0.005241681320476672, 0.004618606532285912, 0.0041999047716880945, 0.003904389727910376, 0.006333448389937652, 0.004110100182114028, 0.003924631378233792, 0.005766067199835162], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmarkparams_,"([0.935, 0.9336445481827276, 0.9336224149432956, 0.9319773257752584, 0.8676666666666667, 0.082, 0.8659553184394798, 0.7535845281760587, 0.9086362120706902, 0.8318879252835224], [1.6161885791919008e-05, 1.555497289259974e-05, 1.566596071841694e-05, 1.5873718960548785e-05, 1.5826345342898982e-05, 0.00020762300815846966, 1.60922617570013e-05, 5.6902461453269135e-05, 2.2075772122552298e-05, 3.9642566934316304e-05], [False, True, True, True, True, False, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBufferparams_latencySeriesName=longestjHiccupLine&numberOfSignificantValueDigits=2,"([0.06951871657754011, 0.6628800534580688, 0.4953177257525084, 0.9334225493476079, 0.3230769230769231, 0.8430388219544847, 0.2217391304347826, 0.1527638190954774, 0.16895282703245232, 0.25433911882510013], [0.2826459115678699, 0.09954094984470568, 0.1283525713618998, 0.03299397492128516, 0.20500510064671928, 0.0738026661698454, 0.18051588191463783, 0.2429608997015975, 0.2146999763872431, 0.20486111330611365], [False, True, True, True, True, True, False, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassistparams_,"([0.10903010033444815, 0.6812562646174407, 0.22835172183216315, 0.863073317710077, 0.5352960856473737, 0.12859051436205746, 0.17146684527796383, 0.5468227424749164, 0.41190237378803074, 0.09048414023372287], [0.8652187001863854, 0.2874311865953713, 0.6667774461775282, 0.1505553906658164, 0.5679721406146137, 0.7116604857703964, 0.9660875863654901, 0.07133838563990175, 0.46180238962344233, 0.7259486583318359], [False, True, False, True, True, False, True, False, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV2Benchmark.fluentInsertGeneratedKeyBindBeanparams_,"([0.25326633165829143, 0.551747311827957, 0.9332886356017432, 0.22125377137110291, 0.8475998657267539, 0.5570424891267982, 0.42579564489112226, 0.6934942991281019, 0.805769875880577, 0.819490957803081], [0.01745699339963602, 0.010420896679984127, 0.0025246056335079285, 0.002342899296073853, 0.004460353265148044, 0.010997224009450643, 0.013388392407614821, 0.007573530282710461, 0.0052095098329608125, 0.005276489303745395], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvgparams_key=65,"([0.3536666666666667, 0.6822274091363788, 1.0003333333333333, 1.0003333333333333, 0.8719573191063688, 0.8886666666666667, 0.5800533689126084, 1.0003333333333333, 0.796, 0.8506666666666667], [9.23585915170988e-05, 3.238007437695837e-05, 0, 0, 2.1530404709629506e-05, 1.8956053528023068e-05, 7.030227179806648e-05, 0, 1.1839065106414676e-05, 2.4848801000036637e-05], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCostparams_burstSize=1&qType=MpscArrayQueue,"([0.7570904237570905, 0.6501000667111407, 0.5450600801068091, 0.2741235392320534, 0.9270903010033444, 0.27863362357669125, 0.067, 0.17006348145673236, 0.32741881486441243, 0.08152355496157701], [0.0005129377840900045, 0.0007491273280767347, 0.0006547191374828671, 0.0015576019192713058, 0.00012561403748934146, 0.0013973636287471878, 0.0014924567000943825, 0.0015403252328702508, 0.0012968088912639938, 0.0017626149242357973], [True, True, True, True, True, True, False, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMapparams_NEED_TO_ENLARGE=0&SIZE=65536,"([0.928928928928929, 0.9336224149432956, 0.8990978950885399, 0.9338235294117647, 0.9348262032085561, 0.9338677354709419, 0.8620574482297929, 0.9071476285905143, 0.933955970647098, 0.9335559265442404], [1.3133531095904716, 1.2437600390734906, 1.8515382404543972, 1.140430243331795, 1.217967626494822, 1.2306951307352905, 2.6439053586569554, 1.6771806756013041, 1.2232361346305618, 1.245236048372862], [True, True, False, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAndparams_,"([0.9318181818181818, 0.9334225493476079, 0.9334893048128342, 0.9334670678702774, 0.9318181818181818, 0.9337792642140468, 0.9334893048128342, 0.9321750751754093, 0.9337571094011375, 0.9087871700634814], [0.1502032331687558, 0.1481045099338381, 0.1700623909076427, 0.15051296092625435, 0.15856467630137053, 0.1475378359244043, 0.15138188603538713, 0.15738181045440292, 0.150131209256898, 0.211286197128703], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128params_,"([0.9335559265442404, 0.9250083696016069, 0.864440734557596, 0.8624373956594323, 0.9270903010033444, 0.924, 0.9220996322300234, 0.6891485809682805, 0.7957276368491322, 0.924974991663888], [0.15743869697460372, 0.17764349062812365, 0.1657981681847911, 0.3162612848758456, 0.17772550948017535, 0.18302876083939504, 0.19019514944935548, 0.1521351132891198, 0.3141663714779931, 0.1837123491442974], [True, True, True, True, True, True, True, False, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.MpqBurstCost.burstCostparams_burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,"([0.35587546032808837, 0.28772635814889336, 0.3200402144772118, 0.34896182183523106, 0.07651186100902105, 0.8648377383740381, 0.33188502673796794, 0.639, 0.5400603419376466, 0.6557377049180327], [0.014818539078477126, 0.020292430852820155, 0.02048772474422058, 0.016196398490950125, 0.026118846601265427, 0.0036390560139007272, 0.019569710503103833, 0.00267858747821455, 0.008846392908991857, 0.009009228840807508], [True, True, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
