Benchmark,Steady Percentage
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBufferparams_density=0.1,"([1.0003340013360054, 1.0003348961821836, 1.0003340013360054, 1.0003345600535296, 1.0003341129301704, 1.0003341129301704, 1.0003340013360054, 1.0003338898163605, 1.0003341129301704, 1.0003340013360054], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_deserialize_1_int_fieldparams_,"([0.9186124082721815, 0.927, 0.8671562082777036, 0.9342676009342676, 0.9302170283806344, 0.8317195325542571, 0.6182364729458918, 0.8751252086811352, 1.0003340013360054, 0.9289052069425902], [1.767446175006373e-05, 1.744576914387405e-05, 3.184874747979489e-05, 1.581205553081222e-05, 2.0244981784355875e-05, 3.9311257952882765e-05, 8.236813239527104e-05, 2.5994606065434325e-05, 0, 1.5138015879471806e-05], [True, False, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.jdbc.SQLManagerBench.writeItem_doubleparams_rows=100&useRef=true,"([1.0003347840642784, 0.9333779712085705, 0.8948778038165384, 0.8996644295302013, 0.8997653369091518, 1.0003342245989304, 0.9100033456005353, 0.9333779712085705, 0.9181757209926223, 0.9029550033579583], [0, 0.003150777159648769, 0.00490713449885284, 0.004693586640176065, 0.004588371519946478, 0, 0.004266882507891364, 0.003187337134293953, 0.0036800905503026116, 0.004290094118809109], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinctparams_countk=50&limit=50000&syncThreshold=0,"([1.0003333333333333, 0.9336666666666666, 0.9336666666666666, 0.917, 0.9303333333333333, 0.9303333333333333, 0.9336666666666666, 0.8936666666666667, 1.0003333333333333, 0.8953333333333333], [0, 72.33182105599994, 73.69444556799996, 89.34758809599998, 76.54132940800001, 77.03153868799998, 74.21558783999997, 113.99489126399997, 0, 114.46412902399989], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.defaultResponseparams_,"([0.9031825795644891, 0.8697253851306095, 0.9232830820770519, 0.9333109919571045, 0.9215291750503019, 0.9332886356017432, 0.9132618888144675, 0.9334670678702774, 0.8982597054886211, 0.9133199464524766], [0.004162017985736587, 0.0053058709524719735, 0.0032788646403968135, 0.002931762340273069, 0.0031281499701915133, 0.002708568656492664, 0.0036455357722661942, 0.0027776332281972877, 0.004396952216545451, 0.0036960718428327363], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCostparams_burstSize=1&qType=SpmcArrayQueue,"([0.5905590893873451, 0.19469620678079894, 0.3971915747241725, 0.0800266755585195, 0.3093404753933713, 0.06742323097463285, 0.37253591713999334, 0.278984296692282, 0.06764902880107167, 0.4022719679251587], [0.0004699101079860156, 0.0019370992083916497, 0.0006554497614541065, 0.0016290292146505824, 0.0016867125942746479, 0.0022567211636640456, 0.000924448572093534, 0.00031047792231712917, 0.0019505171371505018, 0.001448836445878419], [True, True, True, False, True, False, True, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=10000&rows=100000,"([1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333, 1.0003333333333333], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOtherparams_,"([0.6382765531062125, 0.24299065420560748, 0.33566666666666667, 0.18233333333333332, 0.636849132176235, 0.37074148296593185, 0.9236157438292195, 0.9039679893297766, 0.42233333333333334, 0.21533333333333332], [3.0164814422479236e-05, 0.0001053025607957248, 0.00012620473676491116, 0.00011698248412079591, 4.485665191641876e-05, 0.00014560763228407933, 1.6634942811586052e-05, 2.2089429819655983e-05, 0.0001384924238297674, 0.0001666777337564454], [False, False, False, False, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithFlattenparams_blockSize=10000&nestedLevel=4&numberOfIterations=1&reuseArrays=true,"([0.805247225025227, 0.5243861419441641, 0.9033232628398792, 0.365255376344086, 1.0003354579000336, 0.4459005376344086, 0.8521387672617042, 0.3896366083445491, 1.000335232986926, 0.06881503860355824], [0.022753205179421653, 0.05444673478767111, 0.011720809140443034, 0.07573701258221976, 0, 0.06544866741938823, 0.017044194334939197, 0.07197149875002914, 0, 0.11163025742240149], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.lca.LowestCommonAncestorAlgorithmPerformanceTest.EulerTourRMQLCARandomTreeBenchmark.runparams_,"([0.7167785234899329, 0.7981252092400402, 0.9339779926642214, 0.8515912897822445, 0.9102735156771181, 0.9212283044058746, 0.7594513215122114, 0.878391959798995, 0.8583863408101774, 0.7368244377307821], [63.28634572800001, 45.89020774399997, 15.323561984000015, 34.44382105600001, 20.898971648, 18.100060159999998, 55.40911513599973, 27.936751616000024, 32.554221567999996, 57.30480947200001], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOneparams_,"([0.8467714954834393, 0.7608841259209645, 0.8158336128815834, 0.9266577361018085, 0.9114984914515588, 0.7655935613682092, 0.8510566923851056, 0.7053691275167785, 0.9063129617192747, 0.9252680965147453], [0.00013052054816804485, 0.0004239697773927288, 0.0003515263040584837, 0.0001355861238393979, 0.00016627190791941172, 0.0004022434167733602, 0.00028677385529132424, 0.0004097154457581061, 0.00017809519728543923, 0.00014168933867986594], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEqualsparams_firstMismatch=0.1&size=2000,"([0.9336666666666666, 0.9336445481827276, 0.9336666666666666, 0.9119706568856285, 0.8673333333333333, 0.609, 0.8503333333333334, 0.7822607535845282, 0.9335781041388518, 0.6104069379586391], [1.2078140399734006e-05, 1.1401164145602624e-05, 1.202106588862109e-05, 1.6621805939223323e-05, 2.3095108060023455e-05, 7.293326934515484e-05, 2.5095229035719494e-05, 1.1686243014530602e-05, 1.1050208337416696e-05, 7.361842354852103e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchemaparams_param=moreRdfs::12180,"([0.9284041485446638, 0.9337792642140468, 0.8665105386416861, 0.8498829822801739, 0.9334225493476079, 0.9170568561872909, 0.913683506189361, 0.9337792642140468, 0.9067201604814443, 0.9334002677376171], [12.870123520000002, 12.471140352000015, 24.405114879999996, 26.834698240000044, 11.726651391999997, 15.377956864000003, 17.018978304, 12.643106816000003, 17.106599936, 11.533221888000016], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterableparams_,"([1.0003359086328518, 1.000335345405768, 1.0003354579000336, 1.0003354579000336, 1.0003357958361316, 1.000334672021419, 1.000335345405768, 1.0003368137420006, 1.0003354579000336, 1.0003351206434317], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithoutFlattenparams_blockSize=1000000&nestedLevel=2&numberOfIterations=1000,"([1.0003368137420006, 1.0003360215053763, 1.0003363605785403, 0.2642016806722689, 1.000337723741979, 1.0003360215053763, 1.0003342245989304, 1.0003365870077414, 1.0003359086328518, 1.0003362474781439], [0, 0, 0, 2793.4788157439907, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaselineparams_limit=128000,"([0.7656666666666667, 0.6604402935290193, 0.8581915248581915, 0.15615615615615616, 0.7389129709903302, 0.78552368245497, 0.354, 0.379, 0.067, 0.6788929643214405], [4.7568429986364225e-05, 7.217116913913996e-05, 2.627474211994963e-05, 0.00016684972833622377, 5.192630346796259e-05, 4.209438638008154e-05, 0.00013231856937040732, 0.00011471657683394276, 0.00017214533878718907, 5.660127151585314e-05], [False, True, True, False, True, True, False, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=sumOfjHiccupLines&numberOfSignificantValueDigits=3,"([0.9319319319319319, 0.9336002669336003, 0.9319319319319319, 0.9336666666666666, 0.9335115268960908, 0.9318864774624374, 0.9335781041388518, 0.9336224149432956, 0.9336445481827276, 0.9335559265442404], [0.0373396201613396, 0.03705613072790492, 0.036740660923445134, 0.036548765323004155, 0.03680878417960881, 0.037824789926351826, 0.03633789547023717, 0.03648226366211816, 0.03655600407313728, 0.036337916418190765], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbcparams_resultSize=100,"([1.0003361344537816, 0.9332662642521797, 1.0003355704697987, 1.0003351206434317, 1.0003350083752094, 1.000335232986926, 1.0003354579000336, 0.926510067114094, 1.0003359086328518, 0.9333109919571045], [0, 0.002146003845217095, 0, 0, 0, 0, 0, 0.0023298900577788596, 0, 0.002131182859225125], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmarkparams_,"([0.9336445481827276, 0.9335781041388518, 0.9336666666666666, 0.9336666666666666, 0.9336002669336003, 0.9336445481827276, 0.9336666666666666, 0.9335559265442404, 0.1314209472981988, 0.9336666666666666], [1.222431451623263e-05, 1.2145848485147612e-05, 1.2113032505118347e-05, 1.2118652597174848e-05, 1.2199443454142545e-05, 1.235058502958977e-05, 1.2331338195361114e-05, 1.2186771128660682e-05, 0.00015601349877214675, 1.2212787666289993e-05], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,"([0.9336002669336003, 0.9336445481827276, 0.9339118825100133, 0.9319773257752584, 0.9336002669336003, 0.9336445481827276, 0.9336666666666666, 0.932, 0.9339779926642214, 0.9336666666666666], [1.826825472409601e-05, 2.0090902436149126e-05, 2.007017033618562e-05, 1.9494830412165724e-05, 1.9402814164550758e-05, 1.926421416547249e-05, 1.8635744678811556e-05, 1.9625645293029788e-05, 1.9938944585383186e-05, 1.8630048522038024e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbcparams_resultSize=10,"([0.9333556597454788, 0.9332886356017432, 0.8563776364245062, 0.9334002677376171, 0.9283562102443924, 0.9332886356017432, 0.9317269076305221, 0.9095798319327731, 0.9183126883160362, 0.9333333333333333], [0.000535301283210679, 0.0005397947432326644, 0.0010856622336211468, 0.0005307538388622825, 0.0005434756871713355, 0.0005262059876846494, 0.0005583238190234892, 0.0007027707156868134, 0.000631926270203365, 0.000567395417326211], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2params_,"([0.933154182062479, 0.9332886356017432, 0.891165602955996, 0.9131746563861884, 0.9331990600872776, 0.9299832495812396, 0.8895973154362417, 0.8812479033881248, 0.9333333333333333, 0.9331990600872776], [0.0004120277427283459, 0.0003897476337898844, 0.0006331415029232486, 0.0004986801907356159, 0.00039713777969095464, 0.00042266009468110144, 0.0006434704446507429, 0.0006969161641019158, 0.0004166941536559131, 0.00039855298162558164], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBeanparams_,"([0.6356302521008403, 0.9332438778933244, 0.9333109919571045, 0.20705882352941177, 0.9331990600872776, 0.6063973063973064, 0.9331317204301075, 0.6147127981189117, 0.9331990600872776, 0.9332886356017432], [1.5437858325132001, 0.12693795155762067, 0.1283573044783333, 1.409888167292138, 0.1293860313783043, 1.6185405538480624, 0.12641123318929925, 0.1310193556609686, 0.12863137672568034, 0.12956139373057715], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.storage.ColumnarStorageBench.writeparams_format=orc,"([0.37428667338032895, 0.2580321285140562, 0.18434258949481433, 0.44961499832607965, 0.3855421686746988, 0.4409106126548376, 0.22958500669344042, 0.41585814653730346, 0.18904475617902472, 0.06858481097356976], [13.261141260190508, 8.235676718323813, 10.09834628698875, 10.010460634394239, 2.901058374704762, 7.159413148038096, 7.6805756741079305, 1.6115029926603164, 12.552118836012706, 16.249813044825416], [True, False, False, True, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializerparams_stringLength=100000,"([0.9003001000333445, 0.7567567567567568, 0.9336666666666666, 0.9186124082721815, 0.9336224149432956, 0.9336002669336003, 0.9302403204272364, 0.9335337341349366, 0.9199866086374289, 0.905301767255752], [0.046115325519037034, 0.10567415318681601, 0.03221531354666312, 0.03842135536539437, 0.03189291685734103, 0.033024092773778636, 0.034161536533009386, 0.03250324070118178, 0.03951923672077263, 0.04438419721655559], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoopsparams_burstSize=1&qCapacity=132000&qType=SpscArrayQueue,"([0.6902300766922308, 0.9213071023674558, 0.9336666666666666, 1.0003333333333333, 0.927, 0.8919639879959986, 0.9336666666666666, 0.932, 0.9336445481827276, 0.9336666666666666], [6.904502087566135e-05, 1.6465371498477606e-05, 1.688748109202549e-05, 0, 1.4820501517860654e-05, 2.509342689878904e-05, 1.5502694420855435e-05, 1.5241880032324408e-05, 1.4397193450493722e-05, 1.4004912194276923e-05], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3params_NEED_TO_ENLARGE=1&SIZE=65536,"([0.8685352018685352, 0.8968968968968969, 0.8918918918918919, 0.8968624833110814, 0.9001002338790511, 0.9068447412353923, 0.8951585976627713, 0.9002335669002336, 0.9336224149432956, 0.9102435769102436], [1.0722777032151143, 0.8377143684221229, 0.8753952545387668, 0.8235755514926657, 0.7939791198891005, 0.7730168563523412, 0.8464733406683509, 0.8334927544394715, 0.5497199942882728, 0.7328081526794576], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.BenchmarkBoxedBoolean.primitiveparams_,"([0.9336445481827276, 1.0003333333333333, 1.0003334444814937, 1.0003333333333333, 1.0003333333333333, 0.9336224149432956, 1.0003334444814937, 1.0003334444814937, 1.0003334444814937, 0.09366666666666666], [0.00010077606397800971, 0, 0, 0, 0, 9.851418623347637e-05, 0, 0, 0, 0.0012665708382012305], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeapparams_,"([1.0003345600535296, 1.0003347840642784, 1.0003345600535296, 1.0003350083752094, 1.0003340013360054, 1.0003347840642784, 1.000335232986926, 1.0003347840642784, 1.0003337783711614, 1.0003350083752094], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,"([0.7512537612838516, 0.9333333333333333, 0.7440536013400335, 0.779081461615823, 0.9317953861584755, 0.9317725752508361, 0.9334893048128342, 0.9318181818181818, 0.7949832775919733, 0.784687395519893], [0.007554019842860371, 0.0024801444267423763, 0.008312027004128524, 0.0048652784951905125, 0.0023049481588324804, 0.002302410190666446, 0.0024531891724102668, 0.0025694512103774294, 0.004231470568732929, 0.006618508724707727], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.TroveMapPutTest.troveparams_isPresized=true&loadFactor=0.55&size=4000000,"([0.9336002669336003, 0.8518024032042724, 0.9285714285714286, 0.9342895263509006, 0.9303101033677893, 0.857, 0.9336224149432956, 0.8019339779926642, 0.9252835223482322, 0.9336002669336003], [130.666201088, 286.92499660800013, 141.28303308799997, 129.1226972160001, 140.19880550399998, 276.35954483200004, 130.753232896, 385.931542528, 148.088291328, 131.78608025600002], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.internal.ReadBufferBenchmarks.readLong_localArrayparams_,"([0.1516872702973605, 1.0003334444814937, 0.8468979319546365, 0.8088725817211474, 0.5918639546515505, 0.15838612870956986, 0.15726210350584308, 0.157, 0.1567189063021007, 0.2906666666666667], [0.00015837463838226133, 0, 3.0712807529186186e-05, 3.999475546217695e-05, 7.16216047544818e-05, 0.00015047307261306054, 0.00016563267619096778, 0.0001674919451594809, 0.00015067187459461316, 9.756025921042242e-05], [False, True, True, True, True, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=stddev_pop&dataType=bigint&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL,"([0.9336224149432956, 0.9336224149432956, 0.9339779926642214, 0.933889816360601, 0.934, 0.9336666666666666, 0.9303101033677893, 0.9336002669336003, 0.9319773257752584, 0.9269756585528509], [1.8381899004727313e-05, 1.8931807586321136e-05, 1.733369511008651e-05, 1.9412552018705547e-05, 2.076167703050573e-05, 1.9073833647423193e-05, 1.8864739281226508e-05, 1.8541639118570568e-05, 1.9397502148765705e-05, 1.9869678018279815e-05], [True, True, True, False, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Paramsparams_configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml,"([0.9335115268960908, 0.9335115268960908, 0.9332886356017432, 0.5313232830820771, 0.7211634904714143, 0.6887994634473508, 0.9333556597454788, 0.9317725752508361, 0.8347273335563734, 0.639492148346141], [0.0003098894859078624, 0.0003350137206569227, 0.0003378114210053259, 0.001996328923812961, 0.0012013309515476476, 0.0003259802927539161, 0.00029263975238506145, 0.00034573033042001013, 0.0007948263701416623, 0.0015837117589018062], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Paramsparams_,"([0.7095588235294118, 0.8735823882588393, 1.0003341129301704, 1.0003334444814937, 0.11582109479305741, 0.43420173680694724, 1.0003341129301704, 0.7552517505835279, 0.588862954318106, 1.0003338898163605], [0.0015567889156702873, 0.000725688890888087, 0, 0, 0.00443518683331064, 0.0026117388009843133, 0, 0.0012877815413200983, 0.0016335378490429599, 0], [True, True, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.flow.MaximumFlowAlgorithmPerformanceTest.PushRelabelMaximumFlowRandomGraphBenchmark.runparams_,"([0.932, 1.0003333333333333, 0.7736666666666666, 1.0003333333333333, 0.252, 0.932, 1.0003333333333333, 1.0003333333333333, 0.934, 1.0003333333333333], [475.2083517440001, 0, 1636.9970053119987, 0, 5433.194446847992, 494.19386880000013, 0, 0, 466.6918174719999, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMapparams_keyCount=8,"([0.9336224149432956, 0.9336666666666666, 0.9339779926642214, 0.9336666666666666, 0.9336666666666666, 0.752, 0.9336666666666666, 0.9343114371457152, 0.9336445481827276, 0.9339779926642214], [1.3403046180947887e-05, 1.4877753230893428e-05, 1.3772035180390839e-05, 1.2965981089486543e-05, 1.3778760699689567e-05, 4.6721522959274615e-05, 1.3270073547430289e-05, 1.2475063473757835e-05, 1.3090665761414688e-05, 1.312007406426935e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.HttpServerHandlerBenchmark.nettyparams_,"([0.8578612135434127, 0.9332214765100671, 0.9332438778933244, 0.9333109919571045, 0.9333556597454788, 0.8018836192398251, 0.06818945246892845, 0.9332662642521797, 0.9331990600872776, 0.9314746388982197], [0.001162244500690864, 0.0006438473593137852, 0.0005664585106240101, 0.000568697284173728, 0.000603847938858435, 0.0014416452849154897, 0.005821440074863552, 0.0005886216298263917, 0.0005522543018353013, 0.0005788424797562297], [True, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteJsonTemplateLayout4JsonLayoutparams_,"([1.0003337783711614, 1.0003340013360054, 1.0003343363423605, 1.0003337783711614, 0.7546791443850267, 1.000335345405768, 1.0003337783711614, 1.0003345600535296, 1.0003338898163605, 0.3075635876840696], [0, 0, 0, 0, 2.8764570372938683, 0, 0, 0, 0, 7.929433738925581], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvertparams_count=10000,"([0.9050802139037433, 0.9333779712085705, 0.9335781041388518, 0.9334448160535117, 0.9299832495812396, 0.9334893048128342, 0.9334670678702774, 0.9198524480214622, 0.9066577450652392, 0.9216080402010051], [0.6157345309348122, 0.41859762300879183, 0.4529451790007873, 0.445123213989275, 0.45684516323333424, 0.42544941263688746, 0.4569867466208925, 0.5113896417927821, 0.5805830357017308, 0.49773806107276897], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.SyncedPositionablesBenchmark.benchmark2params_,"([0.8835890593729153, 0.8818818818818819, 0.8835113484646195, 0.8835890593729153, 0.8819212808539026, 0.8835502168835502, 0.8818424566088118, 0.8835113484646195, 0.8852185518852186, 0.37170503837170504], [1.9558548509941527, 1.985324924257312, 1.9556899810058492, 1.9560016123508783, 1.9860099256580677, 1.956037781707606, 1.9864211432046788, 1.9564837342359844, 1.9269455943859655, 1.9867606011420726], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HeaderBenchmark.replace2xRequestparams_,"([0.7176313148210104, 0.9335337341349366, 0.9335337341349366, 0.06722408026755852, 0.9333779712085705, 0.9338235294117647, 0.8663764233087743, 0.8497825359652058, 0.7813860060261132, 0.9333109919571045], [0.0008261961553205423, 0.00025546033491133884, 0.00022396809004584844, 0.0025812156332267215, 0.00022497766971414187, 0.00024180537456571573, 0.00041012584155773865, 0.0004535983181569703, 0.00022534027385615063, 0.00027437006014040016], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=stddev_pop&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL,"([0.9336002669336003, 0.933889816360601, 0.9322429906542056, 0.9335781041388518, 0.933955970647098, 0.9336445481827276, 0.9339779926642214, 0.9335781041388518, 0.9336666666666666, 0.9336224149432956], [1.8457183736313466e-05, 1.8641477162235444e-05, 1.941024219871654e-05, 1.9279516615415235e-05, 2.022749589489528e-05, 1.9667766115340458e-05, 1.9148480086392092e-05, 1.9254289715716206e-05, 1.902576230955246e-05, 1.8658565929083625e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=bloom_filter&dataType=bigint&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,"([0.933955970647098, 0.9336666666666666, 0.9319546364242829, 0.9336224149432956, 0.9319773257752584, 0.9322429906542056, 0.9336445481827276, 0.9319319319319319, 0.9336445481827276, 0.9336002669336003], [1.9637840456995664e-05, 1.8495383300370225e-05, 1.9723866430541707e-05, 1.8931012429145185e-05, 1.9577013253389596e-05, 1.8967815584403713e-05, 1.8582409367828745e-05, 1.9158811718971984e-05, 1.9457304819662926e-05, 1.8480502201092905e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_logging-log4j2method_org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutPropertiesparams_count=500&threadContextMapAlias=NoGcOpenHash,"([0.8967245989304813, 0.9102435769102436, 0.9223333333333333, 0.916972324108036, 0.9101536406145625, 0.8318318318318318, 0.902, 0.9185308848080134, 0.9335781041388518, 0.9335337341349366], [0.007239116859248761, 0.005813733049236568, 0.005332522475068593, 0.004532198023599365, 0.0058141818302216135, 0.010428891245212877, 0.005404914631485281, 0.004396345927345051, 0.004209660800962773, 0.00420572935993644], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
