Benchmark,Steady Percentage
org_nettyproj_nettymethod_io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytesparams_alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,"([0.8186666666666667, 0.8383333333333334, 0.8006666666666666, 0.9193333333333333, 0.9363333333333334, 0.754, 0.9346666666666666, 0.9356666666666666, 0.7806666666666666, 0.9123333333333333], [1.5159537525388856e-05, 1.5549469012053912e-05, 1.3830057348066738e-05, 1.9283372895375217e-05, 1.5082631787268608e-05, 3.7826488452880336e-05, 1.5309562305839083e-05, 1.564299440155065e-05, 2.918345464424906e-05, 1.8200625495032958e-05], [True, True, False, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.RuntimeSchemaBenchmark.baselineparams_,"([0.9333333333333333, 0.9366666666666666, 0.9356666666666666, 0.935, 0.9223333333333333, 0.9353333333333333, 0.9353333333333333, 0.9366666666666666, 0.937, 0.937], [7.50724674760925e-06, 7.195048608387455e-06, 7.282288250256625e-06, 7.34552129365369e-06, 8.774720588248004e-06, 7.182509033547137e-06, 7.13951735199556e-06, 7.202649126668401e-06, 7.2575576419002865e-06, 7.130684717128157e-06], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildIncBenchmarkparams_,"([0.9346666666666666, 0.935, 0.9233333333333333, 0.934, 0.936, 0.9346666666666666, 0.9263333333333333, 0.9353333333333333, 0.937, 0.9306666666666666], [9.987211222837941e-06, 1.0064433117323726e-05, 1.160352867255457e-05, 9.969237711043123e-06, 9.806179253410191e-06, 9.762328482896802e-06, 1.0908680402608742e-05, 9.790416387731835e-06, 9.795266781760822e-06, 1.0495403615723987e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.clearparams_size=100,"([0.8106666666666666, 0.937, 0.9353333333333333, 0.936, 0.936, 0.8743333333333333, 0.937, 0.9366666666666666, 0.874, 0.869], [7.154588168717496e-05, 3.8314987099081136e-05, 3.794905143295166e-05, 3.848960279182263e-05, 3.8466192701499445e-05, 7.329208496573431e-05, 3.751186524889334e-05, 3.762608764581397e-05, 7.314736249472453e-05, 3.8329638578362584e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testBellmanFordGnpparams_numOfVertices=10000&p=0.05,"([0.935, 0.905, 0.8973333333333333, 0.6476666666666666, 0.8126666666666666, 0.9246666666666666, 0.8216666666666667, 0.9373333333333334, 0.89, 0.937], [505.0948648960006, 718.2032568319999, 779.6917534720021, 759.7939752959995, 1492.4340264960033, 550.4646512639997, 487.4452336639997, 509.2178657280004, 770.6614169600012, 461.28745676799986], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithTIFparams_,"([0.937, 0.384, 0.935, 0.853, 0.7956666666666666, 0.9353333333333333, 0.8663333333333333, 0.9363333333333334, 0.9366666666666666, 0.936], [0.5090850860554456, 0.6433224750994746, 0.51946417258037, 0.4754630674303917, 0.47648514398748726, 0.512502436235068, 0.504884873340541, 0.47711787485640444, 0.4821753778856832, 0.47613865780014475], [True, False, True, True, False, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNGparams_,"([0.6483333333333333, 0.9306666666666666, 0.37533333333333335, 0.8436666666666667, 0.8656666666666667, 0.934, 0.9333333333333333, 0.8643333333333333, 0.7033333333333334, 0.864], [0.8197105703293328, 0.39459898641664204, 0.4630343775762607, 0.3856832183916917, 0.39196662974513125, 0.4013879132761209, 0.3913920107737973, 0.3938448350240824, 0.41018480792895984, 0.4343004806041828], [False, True, False, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxyparams_,"([0.07433333333333333, 0.23333333333333334, 0.25533333333333336, 0.10833333333333334, 0.11133333333333334, 0.09833333333333333, 0.21633333333333332, 0.073, 0.3606666666666667, 0.21666666666666667], [0.3495997947736249, 0.29243909542212365, 0.08694765650488494, 0.4323666478119801, 0.3045651794800783, 0.2779217659009047, 0.08138227052325599, 0.3222064555034643, 0.046665449952823276, 0.02909938932506762], [False, False, False, False, False, False, False, False, False, False], [False, True, True, False, False, False, True, False, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabindparams_,"([0.8686666666666667, 0.9256666666666666, 0.7736666666666666, 0.9093333333333333, 0.934, 0.876, 0.933, 0.862, 0.7606666666666667, 0.9313333333333333], [0.299051313418778, 0.3188045013974436, 0.33307476733628083, 0.4039969678389492, 0.3073720703791011, 0.5337960965383259, 0.314650905104993, 0.5947761350124796, 0.4073958932898873, 0.3123399969719466], [True, True, False, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.SyncedPositionablesBenchmark.benchmark6params_,"([0.787, 0.788, 0.8143333333333334, 0.7866666666666666, 0.787, 0.7866666666666666, 0.787, 0.7866666666666666, 0.7866666666666666, 0.788], [6.893014948977788, 6.922546016711126, 6.097144308622232, 6.861215607466663, 6.87986915555557, 6.883245715911113, 6.806177382400025, 6.845273247288911, 6.901345484799992, 6.89116537742223], [True, True, True, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jgraphtproj_jgraphtmethod_org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDeltaSteppingCompleteparams_numOfVertices=2000,"([0.9366666666666666, 0.9373333333333334, 0.937, 0.9333333333333333, 0.9353333333333333, 0.9356666666666666, 0.9363333333333334, 0.937, 0.9303333333333333, 0.9373333333333334], [23.866310656, 23.707123712000005, 23.341301759999997, 24.508104703999997, 23.745331199999978, 21.760573439999998, 22.138126336, 21.592276991999988, 25.22441318400002, 22.79715635199999], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLongparams_,"([0.7136666666666667, 0.7526666666666667, 0.5383333333333333, 0.6933333333333334, 0.542, 0.6473333333333333, 0.363, 0.6196666666666667, 0.6503333333333333, 0.5013333333333333], [0.005103265849672762, 0.011366458806745193, 0.005023534082703608, 0.009867727454630717, 0.008797731067296333, 0.004910969001489809, 0.005752658378042989, 0.01037533777420812, 0.005014865803259917, 0.0052969382603967035], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.core.StrictPerf.internalparams_count=1&cpu=100,"([0.874, 0.921, 0.9016666666666666, 0.9346666666666666, 0.8903333333333333, 0.9256666666666666, 0.9133333333333333, 0.9193333333333333, 0.9086666666666666, 0.8993333333333333], [0.00014538569192760087, 9.01904258643064e-05, 0.0001296769219904217, 7.859945824610698e-05, 0.000127914117262799, 8.61188677564943e-05, 9.902092351060914e-05, 9.354393136608127e-05, 0.0001045330333159803, 0.00011841977257434484], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgXparams_,"([0.8646666666666667, 0.623, 0.8996666666666666, 0.932, 0.9363333333333334, 0.8996666666666666, 0.8623333333333333, 0.864, 0.7346666666666667, 0.13866666666666666], [0.568505106200515, 1.2576138778483306, 0.8415244268957573, 0.567411495418606, 0.5981318583660681, 0.8609933664934263, 1.1359180523099826, 1.1294129720614363, 1.0551556217946143, 0.6089537042104002], [True, False, True, True, True, True, True, True, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIteratorparams_bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,"([0.8906666666666667, 0.697, 0.705, 0.9303333333333333, 0.887, 0.936, 0.9353333333333333, 0.931, 0.9343333333333333, 0.9356666666666666], [2.0912519964444436, 5.756327458133334, 5.598778561422218, 1.3338612622222215, 2.186823623111109, 1.269702030222222, 1.2700049066666668, 1.364687542044444, 1.3027135146666675, 1.270132053333334], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_sparse_serialize_10_int_fieldsparams_,"([0.9326666666666666, 0.9043333333333333, 0.868, 0.9346666666666666, 0.9016666666666666, 0.43433333333333335, 0.9033333333333333, 0.934, 0.9326666666666666, 0.9096666666666666], [3.714572483137965e-05, 5.744687753343833e-05, 7.644753645486753e-05, 3.555002570130742e-05, 5.242838066954094e-05, 5.707815508300999e-05, 5.371068170033067e-05, 4.145005716916007e-05, 3.663258446982776e-05, 4.740531411479867e-05], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmarkparams_,"([0.9353333333333333, 0.8693333333333333, 0.8916666666666667, 0.934, 0.838, 0.08166666666666667, 0.8376666666666667, 0.8363333333333334, 0.9123333333333333, 0.834], [1.6161885791919008e-05, 1.555497289259974e-05, 2.5791562044778846e-05, 1.5873718960548785e-05, 2.301422510247809e-05, 0.00020762300815846966, 2.271167363748607e-05, 2.3559903961646828e-05, 2.1677178019481784e-05, 3.9642566934316304e-05], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, False, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinctparams_countk=50&limit=50000&syncThreshold=0,"([0.9336666666666666, 0.936, 0.9356666666666666, 0.9206666666666666, 0.933, 0.9363333333333334, 0.9366666666666666, 0.8846666666666667, 0.9343333333333333, 0.8976666666666666], [75.19915212799998, 72.33182105599994, 73.69444556799996, 87.56710604799997, 76.54132940800001, 73.46061311999998, 74.21558783999997, 126.21237452800003, 73.234644992, 114.46412902399989], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmarkparams_numThreads=5,"([0.9333333333333333, 0.935, 0.9343333333333333, 0.9346666666666666, 0.9336666666666666, 0.9343333333333333, 0.935, 0.9353333333333333, 0.935, 0.935], [0.8971522525866668, 0.8987016692622226, 0.846992734056297, 0.823560356776994, 0.8232974813866667, 0.8977757980444451, 0.8399535087491067, 0.8415575636106323, 0.8380906397392597, 0.9039493469501999], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StatementBenchmarks.parametrizedJdbcparams_,"([0.8426666666666667, 0.7973333333333333, 0.7966666666666666, 0.7993333333333333, 0.7563333333333333, 0.603, 0.8373333333333334, 0.4483333333333333, 0.6853333333333333, 0.7926666666666666], [0.0006899330350008263, 0.000585575104570992, 0.0003263956034745031, 0.00034662525780496426, 0.0008265230188061, 0.001326066948516639, 0.0007212990854514695, 0.0003428051559888247, 0.0010446574512890192, 0.0003491336567416184], [True, False, False, False, False, False, True, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatchparams_,"([0.487, 0.9313333333333333, 0.9343333333333333, 0.49133333333333334, 0.849, 0.8766666666666667, 0.9286666666666666, 0.923, 0.9153333333333333, 0.9346666666666666], [9.985831462827697e-05, 2.672143758690603e-05, 2.5382061528940056e-05, 9.249086362227493e-05, 5.8844366325406994e-05, 4.717882953279157e-05, 2.656844206026756e-05, 2.975718811176876e-05, 3.14873282714072e-05, 2.480794652500935e-05], [False, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.RuntimeSchemaBenchmark.runtime_serialize_10_int_fieldsparams_,"([0.9333333333333333, 0.9333333333333333, 0.9293333333333333, 0.9306666666666666, 0.918, 0.9116666666666666, 0.934, 0.865, 0.857, 0.9343333333333333], [3.14434086838156e-05, 3.0193611354317367e-05, 3.0678842648942736e-05, 3.168647516732876e-05, 3.7933915095204356e-05, 3.912448404601116e-05, 2.8551880715221263e-05, 3.033197821998491e-05, 6.222779734776348e-05, 2.9326546502585177e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.getNullCountBenchmarkparams_,"([0.917, 0.9213333333333333, 0.9363333333333334, 0.9353333333333333, 0.934, 0.8586666666666667, 0.9093333333333333, 0.8556666666666667, 0.9196666666666666, 0.9356666666666666], [2.8175231715960578e-05, 2.5757598664416222e-05, 2.0817597138978185e-05, 2.030319990951728e-05, 2.1683199468045873e-05, 4.831810880636773e-05, 3.068059882042334e-05, 2.4563709433695856e-05, 2.9078165573094625e-05, 1.8541151064156878e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.rawArrayReadparams_cols=10000&rows=1000,"([0.9266666666666666, 0.9323333333333333, 0.9356666666666666, 0.9313333333333333, 0.701, 0.9146666666666666, 0.93, 0.9316666666666666, 0.6826666666666666, 0.9223333333333333], [3.05425417752381, 2.9384781043809536, 2.82719300266667, 2.862572202666666, 12.760416548571397, 3.6272329874285725, 3.0085118049523816, 2.8378569386666688, 13.517517287619084, 3.3327128380952376], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAllparams_countk=250&limit=10000&syncThreshold=0,"([0.911, 0.9153333333333333, 0.9373333333333334, 0.9276666666666666, 0.916, 0.9163333333333333, 0.7883333333333333, 0.8823333333333333, 0.8893333333333333, 0.8393333333333334], [320.9628221439998, 308.23101235200005, 237.26338867199996, 264.3208437760002, 297.73266943999937, 297.75154380799967, 737.0923048959999, 425.719758848, 400.428105728, 576.2092892160006], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithAVIparams_,"([0.937, 0.9116666666666666, 0.931, 0.9126666666666666, 0.9356666666666666, 0.9173333333333333, 0.916, 0.9143333333333333, 0.9363333333333334, 0.9156666666666666], [16.682647551999995, 19.42637772800001, 15.128526847999993, 19.109445632000014, 14.420213760000001, 18.730647552000004, 18.33638297600001, 19.076022272000017, 14.410448896000002, 18.69008076800002], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePoolparams_,"([0.45266666666666666, 0.7323333333333333, 0.657, 0.9103333333333333, 0.5083333333333333, 0.5613333333333334, 0.7703333333333333, 0.424, 0.391, 0.6726666666666666], [1.0416273994547083, 0.9674296952460063, 0.8955521045184034, 0.4549901066750965, 0.627253666241309, 1.2164958918800473, 0.6637406650365705, 1.1545125935095315, 0.3903061718328707, 0.4118751345406139], [False, False, False, True, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToStringparams_,"([0.6053333333333333, 0.47533333333333333, 0.46, 0.36, 0.2713333333333333, 0.38166666666666665, 0.5206666666666667, 0.6253333333333333, 0.229, 0.31533333333333335], [0.004545548650768829, 0.006673456757720447, 0.005632176716462243, 0.005624483697446106, 0.005188939086257558, 0.007034143436083329, 0.0034353164595223398, 0.008194200333940608, 0.00585812216189018, 0.010727177869143425], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindingsparams_,"([0.369, 0.789, 0.099, 0.8553333333333333, 0.551, 0.6296666666666667, 0.22766666666666666, 0.867, 0.801, 0.935], [0.002106604858800939, 0.002035029115362946, 0.021832020554889066, 0.003892328209535477, 0.0021192992681968808, 0.004373190369517132, 0.005396547561273933, 0.0021535192425796053, 0.002022676834595767, 0.0019786530484104713], [False, False, False, True, False, False, False, True, False, True], [True, True, False, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValuesparams_,"([0.8676666666666667, 0.47333333333333333, 0.25933333333333336, 0.358, 0.7003333333333334, 0.9373333333333334, 0.6923333333333334, 0.428, 0.681, 0.5386666666666666], [0.020228955104307406, 0.07750257339701919, 0.09346456502389945, 0.06815035361481372, 0.01868953982441412, 0.01797597195479437, 0.018897769604621105, 0.04959148033161868, 0.017230524879254118, 0.020878259304370095], [True, False, False, False, False, True, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldXparams_,"([0.867, 0.776, 0.8706666666666667, 0.9356666666666666, 0.8436666666666667, 0.9376666666666666, 0.937, 0.9373333333333334, 0.8693333333333333, 0.865], [19.395837951999997, 24.58209484799998, 19.103154176, 19.500761087999997, 19.598606336, 19.06946867200001, 19.19667404799999, 19.451674624000017, 19.08880179200001, 19.623968768], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,"([0.577, 0.726, 0.5886666666666667, 0.6723333333333333, 0.49, 0.6153333333333333, 0.5066666666666667, 0.6053333333333333, 0.6643333333333333, 0.647], [10.450361821866661, 6.004787882666665, 15.498831462399984, 5.928529100799997, 5.783951769599999, 11.84987709440001, 5.731125930666664, 10.669563357866657, 10.833964782933329, 10.618056430933345], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchemaparams_param=moreRdfs::12180,"([0.865, 0.9353333333333333, 0.9363333333333334, 0.8526666666666667, 0.936, 0.59, 0.9163333333333333, 0.937, 0.9096666666666666, 0.7716666666666666], [12.870123520000002, 12.471140352000015, 13.413875711999998, 26.834698240000044, 11.726651391999997, 15.377956864000003, 17.018978304, 12.643106816000003, 17.106599936, 27.16549119999998], [True, True, True, True, True, False, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2params_,"([0.6973333333333334, 0.7996666666666666, 0.7846666666666666, 0.9263333333333333, 0.937, 0.8673333333333333, 0.935, 0.6946666666666667, 0.7723333333333333, 0.9356666666666666], [0.016149489758624787, 0.014112003585223137, 0.02890124920094252, 0.01555194375329196, 0.013147179095766454, 0.013904412873194294, 0.012938116224492974, 0.014751304784218896, 0.031251352215715796, 0.013901250127894726], [False, False, False, True, True, True, True, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.codahaleHistogramBenchmarkparams_,"([0.8893333333333333, 0.888, 0.8896666666666667, 0.888, 0.89, 0.8883333333333333, 0.89, 0.888, 0.89, 0.8876666666666667], [8.405501593679319e-05, 8.508365513995506e-05, 8.397124754207203e-05, 8.506809732568167e-05, 8.356970887532991e-05, 8.475658695956803e-05, 8.37904914903601e-05, 8.50031444507206e-05, 8.411174045144001e-05, 8.506847851308284e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkGroupByHash.addPagePreComputeparams_channelCount=5&dataType=BIGINT&groupByType=notDistinct&groupCount=3000000&hashEnabled=false,"([0.937, 0.937, 0.9203333333333333, 0.937, 0.9136666666666666, 0.937, 0.8836666666666667, 0.904, 0.9183333333333333, 0.917], [0.000131783, 0.00013167700000000002, 0.000165856, 0.00013219900000000005, 0.00017838500000000006, 0.00013312699999999997, 0.00023887999999999996, 0.00019981300000000002, 0.00016996800000000002, 0.000173857], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAndparams_,"([0.9323333333333333, 0.933, 0.9346666666666666, 0.9336666666666666, 0.9326666666666666, 0.9333333333333333, 0.9346666666666666, 0.836, 0.9336666666666666, 0.762], [0.1502032331687558, 0.1481045099338381, 0.1700623909076427, 0.15051296092625435, 0.15856467630137053, 0.1475378359244043, 0.15138188603538713, 0.1535459695050232, 0.150131209256898, 0.3341488138878849], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArrayparams_,"([0.7023333333333334, 0.552, 0.44166666666666665, 0.5713333333333334, 0.5526666666666666, 0.09833333333333333, 0.614, 0.5656666666666667, 0.6236666666666667, 0.48333333333333334], [0.0007155751672720645, 0.0015669679665926163, 0.0016569413334410702, 0.002090001333857564, 0.0021179077373707873, 0.0071832252548694195, 0.0007155550997340833, 0.000689231811802698, 0.0015620201802539928, 0.0020778648745732775], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, False, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.VariableWidthVectorBenchmarks.getValueCapacityparams_,"([0.754, 0.6606666666666666, 0.7596666666666667, 0.937, 0.6556666666666666, 0.9363333333333334, 0.935, 0.8533333333333334, 0.8676666666666667, 0.6333333333333333], [2.08808697138165e-05, 1.1753776287737858e-05, 1.2357074296627282e-05, 1.3196463056194898e-05, 2.3948041130891517e-05, 1.3219841063712526e-05, 1.4152073958714191e-05, 1.3487846853979526e-05, 1.232116436258844e-05, 3.129958762281761e-05], [False, False, False, True, False, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.parametrizedR2dbcparams_resultSize=1,"([0.8643333333333333, 0.45866666666666667, 0.711, 0.585, 0.7196666666666667, 0.9336666666666666, 0.7883333333333333, 0.719, 0.3953333333333333, 0.7983333333333333], [0.0072227456806035605, 0.009456838756760401, 0.014874027147073258, 0.014792838704456074, 0.012730091170911853, 0.05160245934497066, 0.015000688063894726, 0.013927287489742255, 0.00855465515914995, 0.011662867796965558], [True, False, False, False, False, True, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMissparams_,"([0.524, 0.6786666666666666, 0.9216666666666666, 0.5123333333333333, 0.936, 0.923, 0.7796666666666666, 0.5936666666666667, 0.7846666666666666, 0.9326666666666666], [4.507243142515451e-05, 1.8097234560712477e-05, 2.225727379143483e-05, 2.764912518386411e-05, 1.796282625001249e-05, 2.0985348979017487e-05, 2.420944046568533e-05, 3.249422363059775e-05, 5.7743962706055126e-05, 1.9079258389385234e-05], [False, False, True, False, True, True, False, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=case3&numberOfSignificantValueDigits=3,"([0.8356666666666667, 0.9173333333333333, 0.785, 0.784, 0.8566666666666667, 0.8546666666666667, 0.936, 0.8526666666666667, 0.924, 0.8603333333333333], [0.08423083867307872, 0.07673960980802398, 0.12990800255241153, 0.07215545295285251, 0.12960878457714864, 0.0733158976376586, 0.060405051124350885, 0.07241027713758161, 0.07027073637501427, 0.12513904275937807], [True, True, False, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BatchIteratorBenchmark.iterateparams_bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,"([0.828, 0.828, 0.825, 0.8296666666666667, 0.8273333333333334, 0.827, 0.828, 0.829, 0.8286666666666667, 0.8303333333333334], [0.8852635287824713, 0.8841355698879485, 0.9255647740415864, 0.873589060297812, 0.8851362549134733, 0.8863976201681147, 0.8859977343584227, 0.8839184770085011, 0.8856477744556713, 0.8742538494366389], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initializeparams_,"([0.379, 0.6453333333333333, 0.629, 0.8396666666666667, 0.937, 0.87, 0.869, 0.3873333333333333, 0.9366666666666666, 0.9216666666666666], [1.7809997020364094, 1.62655343065474, 4.4860749792023045, 1.747569677457867, 1.4447311002393524, 1.5755357328346375, 1.5079440518710618, 1.56287345894025, 1.4903859862453808, 1.7728961053276955], [False, False, False, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCostparams_burstSize=1&qType=MpscArrayQueue,"([0.935, 0.30433333333333334, 0.10033333333333333, 0.8073333333333333, 0.6373333333333333, 0.2773333333333333, 0.226, 0.09866666666666667, 0.328, 0.08133333333333333], [0.00013969506136522633, 0.0008209342071975133, 0.0015730042177186329, 0.0002743275229017463, 0.00012561403748934146, 0.0014045418986299153, 0.0009424617144440911, 0.0016182984575821313, 0.0013002714366416438, 0.0017660970721619785], [True, False, False, True, False, False, False, False, False, False], [True, True, False, True, True, True, True, False, True, False])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.5736666666666667, 0.42333333333333334, 0.7206666666666667, 0.541, 0.6636666666666666, 0.6753333333333333, 0.48033333333333333, 0.8006666666666666, 0.6656666666666666, 0.206], [0.8208548632761042, 0.4923562977369191, 0.7528440264853697, 0.9764132419254665, 0.49269371809442347, 0.7250406637499061, 1.0562983182948011, 0.47977032393634095, 0.4507869235076425, 1.6190606894977004], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
