Benchmark,Steady Percentage
org_prestodbproj_prestomethod_com.facebook.presto.geospatial.serde.BenchmarkJtsGeometrySerde.serializeSimpleMultiLineStringparams_,"([0.562, 0.772, 0.492, 0.7753333333333333, 0.6526666666666666, 0.46366666666666667, 0.604, 0.7213333333333334, 0.5533333333333333, 0.5813333333333334], [0.0004464521693298558, 0.00030615395232662786, 0.00015867826431576054, 0.00013819173757729906, 0.00023877999047949958, 0.00013607781826236064, 0.0002621389861701274, 0.0003132025868646294, 0.0002999917223228228, 0.0002592736473544014], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=1&messageSize=100&messageVersion=1,"([0.5553333333333333, 0.497, 0.6576666666666666, 0.842, 0.693, 0.47333333333333333, 0.7336666666666667, 0.6933333333333334, 0.6286666666666667, 0.7246666666666667], [0.000174288443819625, 0.00034135772639849325, 0.00034311334251828373, 0.00036889812384677966, 0.0003731737504710916, 0.00032045041919802163, 0.00045486741237448695, 0.0003091643404789238, 0.00017938995118322996, 0.0001991870418103309], [False, False, False, True, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readBytecode2params_,"([0.8553333333333333, 0.8466666666666667, 0.8693333333333333, 0.4176666666666667, 0.7916666666666666, 0.7803333333333333, 0.8386666666666667, 0.795, 0.794, 0.929], [0.0013175719771271056, 0.0010883927217692378, 0.0011252188997261956, 0.0015631929459741993, 0.002240285653676071, 0.002364853884264875, 0.0015210773180685303, 0.0011238088060856143, 0.001208663620897254, 0.0011964296994484544], [True, True, True, False, False, False, True, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=None&array_values_length=1&keyType=String&n_entries=100000&valueType=String,"([0.7983333333333333, 0.274, 0.6153333333333333, 0.8293333333333334, 0.22566666666666665, 0.5616666666666666, 0.868, 0.7226666666666667, 0.9366666666666666, 0.793], [7.7089696426666725, 36.648353792000066, 7.591160490666665, 7.448136362666669, 23.603639637333323, 8.006677845333334, 7.482559146666669, 7.693759829333337, 7.518139733333334, 7.5919387306666675], [False, False, False, True, False, False, True, False, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64params_,"([0.87, 0.8516666666666667, 0.9353333333333333, 0.937, 0.87, 0.8023333333333333, 0.7156666666666667, 0.20866666666666667, 0.13866666666666666, 0.9336666666666666], [0.14720055692715953, 0.14494296101392024, 0.14943114914926328, 0.1442758365525358, 0.14588171676599757, 0.27530013556195926, 0.1477151544904079, 1.5320362513178367, 1.1282032324315265, 0.1542302606638846], [True, True, True, True, True, False, False, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,"([0.134, 0.068, 0.08, 0.17666666666666667, 0.08033333333333334, 0.148, 0.20533333333333334, 0.09866666666666667, 0.07166666666666667, 0.20666666666666667], [0.053771557186790386, 0.06494540989861035, 0.06710316511556849, 0.04617960554384425, 0.06311401199779583, 0.07775880702803017, 0.03243279002810508, 0.06638510602715007, 0.07416212075003559, 0.09207509394244504], [False, False, False, False, False, False, False, False, False, False], [True, False, False, True, False, True, True, False, False, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_hz_OAHashSetparams_size=10,"([0.4673333333333333, 0.7123333333333334, 0.6026666666666667, 0.5846666666666667, 0.572, 0.5176666666666667, 0.5206666666666667, 0.5036666666666667, 0.7743333333333333, 0.5826666666666667], [0.0001862942825444246, 0.0001947539817424679, 0.00017973713100511216, 0.0002120104950978068, 0.0001951080434177065, 0.0001818015931743345, 0.0001828150763187309, 0.00018386408318790857, 0.00018387547649188556, 0.00018912549360239288], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,"([0.2833333333333333, 0.08233333333333333, 0.069, 0.135, 0.387, 0.231, 0.13466666666666666, 0.2836666666666667, 0.07933333333333334, 0.14033333333333334], [0.019309989130467158, 0.0672488593454334, 0.06479717382431582, 0.02992444348931018, 0.01398638834206063, 0.012315152652951767, 0.018078724594681572, 0.019267055062394584, 0.046273208294745564, 0.03588440378347392], [False, False, False, False, False, False, False, False, False, False], [True, False, False, True, True, True, True, True, False, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAllparams_countk=10&limit=10000&syncThreshold=0,"([0.9363333333333334, 0.8933333333333333, 0.9323333333333333, 0.9366666666666666, 0.9346666666666666, 0.9366666666666666, 0.8683333333333333, 0.9353333333333333, 0.854, 0.9353333333333333], [13.441302527999998, 21.416968192, 14.576877568000002, 13.659078656, 13.580042240000004, 13.351714816000001, 13.750468608000002, 13.096845312, 13.945044991999996, 13.345685504], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecksparams_,"([0.5166666666666667, 0.8313333333333334, 0.855, 0.27066666666666667, 0.8313333333333334, 0.15366666666666667, 0.5583333333333333, 0.721, 0.7643333333333333, 0.8326666666666667], [2.2494948846590642e-05, 3.4083847217535085e-05, 3.0178363362700946e-05, 2.5089661219105378e-05, 3.447739555976072e-05, 0.00016825771566372408, 1.5444646176236318e-05, 3.309103394585923e-05, 1.357849364429403e-05, 3.190199434442845e-05], [False, True, True, False, True, False, False, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduceparams_matches=0&size=3,"([0.7323333333333333, 0.4573333333333333, 0.869, 0.868, 0.491, 0.8596666666666667, 0.166, 0.6983333333333334, 0.7973333333333333, 0.9036666666666666], [2.4837312121354915e-05, 1.7080046167069542e-05, 1.267804672999546e-05, 2.68377490669726e-05, 2.5969734948866253e-05, 1.4255742086690562e-05, 2.3619061462201565e-05, 1.2990467097705244e-05, 2.71787682917359e-05, 1.945747827737409e-05], [False, False, True, True, False, True, False, False, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollectorparams_,"([0.8466666666666667, 0.5203333333333333, 0.936, 0.5446666666666666, 0.935, 0.9366666666666666, 0.8683333333333333, 0.788, 0.7183333333333334, 0.723], [0.07817960031502451, 0.20505980610043595, 0.08396564823490515, 0.09472936009825175, 0.08178126288259085, 0.07577404199136413, 0.07819897382462675, 0.15792753686073024, 0.16156717184460193, 0.08553233211712948], [True, False, True, False, True, True, True, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningparams_param=medium::544,"([0.5993333333333334, 0.409, 0.5756666666666667, 0.7236666666666667, 0.5946666666666667, 0.796, 0.524, 0.568, 0.6663333333333333, 0.702], [0.3195808722700573, 0.41904780265730485, 0.6198567701019602, 0.41407907794450416, 0.3955196921609221, 0.43369752687357493, 0.5328416758172458, 0.4085759087052842, 0.29061294694879486, 0.4555076128121455], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmarkparams_,"([0.869, 0.734, 0.937, 0.7096666666666667, 0.6893333333333334, 0.6866666666666666, 0.843, 0.902, 0.6886666666666666, 0.9303333333333333], [1.2395790503982652e-05, 2.6765329692965605e-05, 1.2340849888394408e-05, 1.4073174846648525e-05, 1.93079018600881e-05, 1.3341072434228623e-05, 1.3458088406996488e-05, 1.950659350396053e-05, 1.7491152314557006e-05, 1.4018003074169173e-05], [True, False, True, False, False, False, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOtherparams_,"([0.639, 0.26366666666666666, 0.6126666666666667, 0.32966666666666666, 0.564, 0.6073333333333333, 0.9096666666666666, 0.936, 0.8716666666666667, 0.76], [3.0164814422479236e-05, 3.550420718633151e-05, 2.2418835437910256e-05, 5.653884737820721e-05, 4.485665191641876e-05, 2.3705514165835607e-05, 2.0173785373503626e-05, 1.5329219975266533e-05, 3.14867876234236e-05, 1.979150237437738e-05], [False, False, False, False, False, False, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StatementBenchmarks.simpleJdbcparams_,"([0.8406666666666667, 0.7583333333333333, 0.675, 0.17133333333333334, 0.7516666666666667, 0.7723333333333333, 0.834, 0.935, 0.868, 0.8576666666666667], [0.0004602888487432598, 0.0007431545393785007, 0.0011645620531184234, 0.0014159819242373641, 0.00082197089401497, 0.0007225070896730054, 0.00046793683583892554, 0.0003358731638439119, 0.0006739734764850482, 0.00033074178375472], [True, False, False, False, False, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=variance&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=GLOBAL,"([0.9303333333333333, 0.9366666666666666, 0.934, 0.9336666666666666, 0.937, 0.9013333333333333, 0.9356666666666666, 0.9343333333333333, 0.9353333333333333, 0.892], [2.200019452754197e-05, 1.9487751986881007e-05, 2.1457764928025277e-05, 1.99229582097324e-05, 1.9329890323747745e-05, 2.827263502370404e-05, 1.9127217860698447e-05, 1.840867151290522e-05, 1.8771918582037902e-05, 3.18135305492374e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSortparams_,"([0.9366666666666666, 0.9366666666666666, 0.9306666666666666, 0.9373333333333334, 0.9173333333333333, 0.9363333333333334, 0.9366666666666666, 0.9246666666666666, 0.9236666666666666, 0.937], [162.91410739199998, 161.35697203199982, 177.21353830399994, 162.48314265599996, 207.00253388800004, 162.63833190399995, 163.20351436799996, 190.000922624, 193.091076096, 159.29756876800016], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytesparams_alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,"([0.9213333333333333, 0.9363333333333334, 0.936, 0.9356666666666666, 0.9366666666666666, 0.937, 0.9366666666666666, 0.936, 0.9226666666666666, 0.9326666666666666], [1.5569166457538247e-05, 1.3737253175614825e-05, 1.461378258253838e-05, 1.5686893952955262e-05, 1.4999160225083359e-05, 1.3789020941641548e-05, 1.4891022666216248e-05, 1.477416856176411e-05, 1.6913675120745135e-05, 1.374110031049423e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.GaugeBenchmark.prometheusGaugeChildSetBenchmarkparams_,"([0.935, 0.9353333333333333, 0.9353333333333333, 0.9323333333333333, 0.873, 0.933, 0.9373333333333334, 0.9346666666666666, 0.9356666666666666, 0.936], [9.575130495310652e-06, 9.10462124848672e-06, 9.685229318247154e-06, 9.280881464599993e-06, 1.7221664672882217e-05, 9.139451751702708e-06, 9.521030457303327e-06, 9.233145643524845e-06, 9.175844640140996e-06, 8.950117428831632e-06], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessageparams_bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,"([0.494, 0.7336666666666667, 0.3973333333333333, 0.446, 0.38533333333333336, 0.704, 0.3526666666666667, 0.068, 0.54, 0.45866666666666667], [9.837680812222496e-05, 0.0001248013872244794, 0.00011393881948725008, 0.00015683304082536503, 0.0001897783615857979, 0.00013507348937992126, 0.00012849691350108787, 0.0005116861793320848, 8.89564566422754e-05, 0.00014185202146757965], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, False, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowthparams_matches=0&size=100,"([0.9003333333333333, 0.8023333333333333, 0.9356666666666666, 0.9356666666666666, 0.8313333333333334, 0.8703333333333333, 0.8676666666666667, 0.867, 0.9343333333333333, 0.857], [2.4419251941534083e-05, 3.13238133222433e-05, 1.757933389426139e-05, 1.678107471862163e-05, 4.2996057413624805e-05, 3.102851874227939e-05, 3.229520887498967e-05, 3.2560578911338504e-05, 1.7092304617671153e-05, 3.429183156594165e-05], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterChildIncBenchmarkparams_,"([0.9346666666666666, 0.935, 0.9343333333333333, 0.9356666666666666, 0.937, 0.9333333333333333, 0.9346666666666666, 0.9363333333333334, 0.9363333333333334, 0.9343333333333333], [9.868775567956494e-06, 1.0046703646617349e-05, 9.939597016252125e-06, 9.786158957736797e-06, 9.513848491744544e-06, 9.903980185615043e-06, 9.934322589504856e-06, 9.714402939667954e-06, 9.72598766944065e-06, 9.71927456742074e-06], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_r2dbcproj_r2dbc-h2method_io.r2dbc.h2.StagedResultSizeBenchmarks.simpleJdbcparams_resultSize=1,"([0.7866666666666666, 0.9313333333333333, 0.792, 0.843, 0.709, 0.73, 0.6946666666666667, 0.8596666666666667, 0.868, 0.798], [0.0009009003580093491, 0.0003553463066481956, 0.0006033643063266141, 0.0003121740042823006, 0.0007206556907332844, 0.000349370135556262, 0.0006879867921772846, 0.0006016078417184044, 0.0003555056118148999, 0.0006577086926562162], [True, True, False, True, False, False, False, True, True, False], [False, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,"([0.5403333333333333, 0.401, 0.33, 0.607, 0.7036666666666667, 0.642, 0.29233333333333333, 0.6993333333333334, 0.607, 0.17133333333333334], [0.27454210212307206, 0.21567419376924982, 0.2731017894628269, 0.23134803880882931, 0.21745128927222507, 0.2289085948370577, 0.27590260239255443, 0.22881904986732993, 0.2131840300966221, 0.3818872163459076], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, False])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriterparams_randomness=0.5&scenario=SPARSE&size=100000,"([0.9163333333333333, 0.919, 0.918, 0.9166666666666666, 0.9163333333333333, 0.9153333333333333, 0.9166666666666666, 0.9173333333333333, 0.9153333333333333, 0.919], [0.16113989747646343, 0.15765024316338266, 0.15777312720771638, 0.16158762139424104, 0.1621234901349848, 0.16831356810958842, 0.1572740705388826, 0.1582225047232989, 0.16138216066293054, 0.15781774468733298], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequenceparams_,"([0.8666666666666667, 0.9353333333333333, 0.936, 0.7073333333333334, 0.931, 0.9333333333333333, 0.9356666666666666, 0.9093333333333333, 0.9206666666666666, 0.9293333333333333], [0.9078477571654315, 0.9036269165978699, 0.8968732750112689, 1.0052745663692153, 0.9734924748463722, 0.9194758958305296, 0.9053280315514243, 1.214510115868352, 1.081941357669362, 0.9887395901808664], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaselineparams_scenario=SHIFTED,"([0.911, 0.9313333333333333, 0.931, 0.9296666666666666, 0.9313333333333333, 0.928, 0.9246666666666666, 0.9146666666666666, 0.9326666666666666, 0.917], [0.7620557165949612, 0.6068478588366657, 0.5976398881982298, 0.6113691774090231, 0.6101364316534913, 0.6349032809205214, 0.6632712415362356, 0.7404462433926957, 0.6128647907148483, 0.7341632152468455], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_out_localXout_out_valuesXnameX_foldXparams_,"([0.9353333333333333, 0.921, 0.936, 0.9326666666666666, 0.937, 0.9356666666666666, 0.9293333333333333, 0.8676666666666667, 0.9256666666666666, 0.9373333333333334], [56.902549504000014, 65.21067929599997, 55.462330368, 55.73731942400001, 54.49816473600001, 53.72064563199997, 59.097219072, 55.272275967999974, 65.14461900799999, 54.39697715200005], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvertparams_count=100000,"([0.8863333333333333, 0.9366666666666666, 0.9216666666666666, 0.7903333333333333, 0.8693333333333333, 0.9333333333333333, 0.92, 0.9283333333333333, 0.9163333333333333, 0.929], [6.582091776, 4.022941013333331, 4.770297719466668, 7.643678310400004, 7.506285363200017, 4.1065829717333315, 4.606121847466672, 4.398618487466666, 4.712375364266663, 3.9189009749333343], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_zalandoproj_logbookmethod_org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonRequestparams_,"([0.848, 0.9316666666666666, 0.6923333333333334, 0.7236666666666667, 0.846, 0.79, 0.919, 0.923, 0.779, 0.86], [0.005239780122886171, 0.005024107428224749, 0.011850196858290711, 0.00982628421567643, 0.005272894064929316, 0.005182415283126918, 0.0060474788515952945, 0.005875000395232754, 0.005882441429702594, 0.005616198729944604], [True, True, False, False, True, False, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializerparams_stringLength=10000,"([0.3626666666666667, 0.6603333333333333, 0.8643333333333333, 0.6896666666666667, 0.3863333333333333, 0.649, 0.742, 0.859, 0.71, 0.7236666666666667], [0.0038752728958974165, 0.007213913032207886, 0.004290824852174075, 0.009067196543259113, 0.003915883194563273, 0.011117983796300223, 0.004051891324762537, 0.004137162324667238, 0.004111711785189024, 0.004112631923616198], [False, False, True, False, False, False, False, True, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=1000&rows=100000,"([0.937, 0.936, 0.937, 0.937, 0.9353333333333333, 0.937, 0.9366666666666666, 0.907, 0.9373333333333334, 0.9363333333333334], [184.19076300800023, 183.9034531839999, 183.70527232000003, 183.77447833599996, 183.90345318399994, 183.76818687999972, 184.01460223999973, 266.7682201600007, 183.77342975999989, 184.04186521599985], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=10000&rows=1000,"([0.9326666666666666, 0.935, 0.933, 0.9333333333333333, 0.9336666666666666, 0.9336666666666666, 0.9333333333333333, 0.934, 0.9346666666666666, 0.9326666666666666], [18.53711974399999, 18.481741823999997, 18.48514969600003, 18.496225279999994, 18.635096064000024, 18.488754176000015, 18.544525312000026, 18.519883776000025, 18.517786624000003, 18.519752703999963], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=100&keyType=String&n_entries=10&valueType=Boolean,"([0.54, 0.5013333333333333, 0.39566666666666667, 0.2976666666666667, 0.39266666666666666, 0.565, 0.331, 0.7053333333333334, 0.7826666666666666, 0.48966666666666664], [0.17838853398264373, 0.17819134190108418, 0.17819147480363837, 0.17661154007800003, 0.17402242240254404, 0.17728429664572676, 0.172879154390824, 0.17726754001584943, 0.17695895732904865, 0.1757210045728166], [False, False, False, False, False, False, False, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletableparams_items=1000&maxConcurrency=8&work=1,"([0.9356666666666666, 0.9266666666666666, 0.8993333333333333, 0.923, 0.886, 0.936, 0.844, 0.9023333333333333, 0.936, 0.881], [0.6283937562512178, 0.7348462567191655, 1.0009093104328166, 0.7554457815637055, 1.1141713443567187, 0.6363522731099857, 0.6341260720106563, 0.9674308785403464, 0.621140175771389, 1.1406806290084877], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowthparams_matches=3&size=3,"([0.7043333333333334, 0.9336666666666666, 0.25666666666666665, 0.733, 0.9336666666666666, 0.725, 0.8353333333333334, 0.7616666666666667, 0.45566666666666666, 0.6643333333333333], [6.228269148628987e-05, 5.5947676205622805e-05, 5.192741668522264e-05, 4.479982068876201e-05, 5.364345678791907e-05, 8.927210469671685e-05, 5.2765503678622255e-05, 0.00012829935304585724, 0.00020263993037815934, 5.0223776015581536e-05], [False, True, False, False, True, False, True, False, False, False], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAllparams_countk=250&limit=50000&syncThreshold=10000,"([0.9306666666666666, 0.878, 0.7846666666666666, 0.9336666666666666, 0.8953333333333333, 0.876, 0.887, 0.936, 0.8273333333333334, 0.9083333333333333], [2847.529762816, 5002.898702336004, 8533.747695615984, 2769.6834805760013, 4244.635648, 5059.303702528007, 4714.917789695992, 2647.763451904002, 6880.671825920003, 3779.0846812160034], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadataparams_,"([0.932, 0.85, 0.9303333333333333, 0.915, 0.9333333333333333, 0.9256666666666666, 0.8533333333333334, 0.9246666666666666, 0.9276666666666666, 0.865], [0.9856828056551127, 1.049050945707948, 0.9827716910246611, 1.1436081087631598, 0.9447813951378106, 1.0309848034116207, 1.168482899792929, 1.088030269052591, 1.1183556753573396, 1.0089535731269934], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinctparams_countk=100&limit=-1&syncThreshold=10000,"([0.934, 0.9156666666666666, 0.9363333333333334, 0.9186666666666666, 0.9356666666666666, 0.9373333333333334, 0.907, 0.751, 0.9163333333333333, 0.9136666666666666], [1618.0030996479995, 2000.9849978880015, 1536.868483072, 1974.024011775999, 1539.0998528, 1531.5584942079995, 2222.1170933759995, 5902.996340736002, 1996.4383723519977, 2093.6875048959987], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.SyncedPositionablesBenchmark.benchmark5params_,"([0.8083333333333333, 0.8086666666666666, 0.8076666666666666, 0.806, 0.8046666666666666, 0.8063333333333333, 0.8083333333333333, 0.8066666666666666, 0.8076666666666666, 0.806], [5.42608901585457, 5.438237602909063, 5.4304344994909375, 5.492761817212104, 5.491778727563669, 5.486022366383784, 5.41414939927273, 5.468741218262612, 5.487253168872706, 5.489847500800034], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=10000&rows=100000,"([0.9373333333333334, 0.9366666666666666, 0.087, 0.9233333333333333, 0.8253333333333334, 0.8956666666666667, 0.8313333333333334, 0.8373333333333334, 0.7896666666666666, 0.9286666666666666], [1879.9206072319955, 1839.8230609919958, 25665.16427980773, 2245.647138815996, 4973.756678144021, 3050.4334131200026, 4786.254512128007, 4594.205720576013, 5951.851593728027, 2068.4629606399953], [True, True, True, True, True, True, True, True, True, True], [True, True, False, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBufferparams_latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,"([0.93, 0.9346666666666666, 0.93, 0.9286666666666666, 0.9343333333333333, 0.9336666666666666, 0.7123333333333334, 0.923, 0.935, 0.9236666666666666], [0.002711750500042449, 0.003252628221678388, 0.0026155339857634875, 0.004612574293323935, 0.0026713673099147987, 0.003225322943966768, 0.008904237232233016, 0.00316766185603188, 0.005071261352442558, 0.0022948577951089223], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BatchIteratorBenchmark.iterateparams_bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,"([0.934, 0.9303333333333333, 0.9293333333333333, 0.9306666666666666, 0.932, 0.9303333333333333, 0.93, 0.9283333333333333, 0.932, 0.931], [21.086994432000015, 20.99917619200001, 21.062746112000003, 21.099184128000026, 21.004681216000016, 21.055143936000004, 21.004025856000002, 21.060517888, 21.07441152, 21.077819392000006], [True, True, True, True, True, True, True, True, True, True], [True, False, False, True, False, False, False, False, False, False])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowthparams_matches=0&size=1000,"([0.886, 0.9313333333333333, 0.9323333333333333, 0.8986666666666666, 0.9293333333333333, 0.9316666666666666, 0.932, 0.9303333333333333, 0.9336666666666666, 0.9336666666666666], [9.429030278811592e-05, 5.963666375594003e-05, 5.625752936663584e-05, 8.362246282995033e-05, 5.876360909936309e-05, 5.680299383546553e-05, 5.729512676177759e-05, 5.9028759264291316e-05, 5.658458208238383e-05, 5.750791522741487e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
