Benchmark,Steady Percentage
org_zalandoproj_logbookmethod_org.zalando.logbook.LogbookBenchmark.jsonparams_,"([0.8335561497326203, 0.833611760775142, 0.8335001668335001, 0.8218582887700535, 0.8334445927903872, 0.8336673346693386, 0.8332776478449716, 0.8337783711615487, 0.8334448160535117, 0.8332219251336899], [0.025761410079804096, 0.025871833197587416, 0.02586797826773147, 0.02833666567317925, 0.02632956049881725, 0.025058462705688095, 0.02564931550791914, 0.024630470580624855, 0.02491869066818645, 0.02751863324292852], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.MathBenchmark.measureMathAtan2params_,"([0.8335001668335001, 0.8336112037345782, 0.8336666666666667, 0.8336666666666667, 0.8336112037345782, 0.8002001334222815, 0.8336112037345782, 0.8218812541694464, 0.8336666666666667, 0.8335557038025351], [8.397030781090111e-05, 8.43523551823465e-05, 8.403270304942883e-05, 8.391225189312316e-05, 8.50228377754238e-05, 0.00010247729012760545, 8.375144550169377e-05, 9.026560071553789e-05, 8.41544336183736e-05, 8.449407940294893e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2Xparams_,"([0.8283233132932531, 0.8333333333333334, 0.8301634968301635, 0.8337783711615487, 0.8335005015045135, 0.8331661651621531, 0.8284854563691073, 0.8332219251336899, 0.8334448160535117, 0.8337228714524207], [3.200521330153432, 3.2337351066668436, 3.3581368646253313, 3.080804754731874, 3.1526826469991516, 3.1588736258163572, 3.103433823328649, 3.169029632949748, 3.3739930663318956, 3.1862812910625307], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateparams_bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,"([0.5124077800134138, 0.6949265687583445, 0.3865461847389558, 0.7848993288590604, 0.626546305583417, 0.8333333333333334, 0.33724045545880776, 0.6165162153126045, 0.38637126552534407, 0.786479250334672], [77.35305830400006, 48.85639987200015, 97.54545356800077, 34.27929292799983, 58.933542912000725, 26.573996032000014, 105.12983654399933, 61.12490291200052, 97.3770915840004, 34.14432153599989], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriterparams_randomness=0.5&scenario=SPARSE&size=100000,"([0.8330545332887254, 0.832886805090422, 0.8327187395239691, 0.8328298086606244, 0.8327736736064473, 0.8328298086606244, 0.8276902447200805, 0.8333333333333334, 0.8327736736064473, 0.832774798927614], [0.30156885295504243, 0.29999262696104223, 0.30169575187196446, 0.3017971119358582, 0.30165930245011185, 0.3055745678373808, 0.3091536266704959, 0.30128908312845465, 0.30120922720132043, 0.29987673130758563], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.roundtripCompressedparams_latencySeriesName=cubic&numberOfSignificantValueDigits=2,"([0.8326612903225806, 0.8327175008397716, 0.8324941255454851, 0.8259408602150538, 0.8326612903225806, 0.8327736736064473, 0.8331654917757637, 0.5510067114093959, 0.8327175008397716, 0.5975159449479691], [0.06647980578167384, 0.06574390742333922, 0.06950963903988586, 0.08696996835958527, 0.07736141316989534, 0.0660000547774695, 0.09914800536888681, 0.18437284657429992, 0.0703850041833349, 0.1587941822781526], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgXparams_,"([0.8300500834724541, 0.8333333333333334, 0.8333333333333334, 0.8336673346693386, 0.834113712374582, 0.8333889816360601, 0.8331103678929765, 0.833389093342255, 0.8165720013364517, 0.1672787979966611], [1.3014542946347265, 1.3029980148838023, 1.3073157129462276, 1.2540112654504467, 1.3222016347421375, 1.320572435697968, 1.3192169872715052, 1.323228675797787, 1.4097130331767262, 5.931272516929555], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkBlockFlattener.benchmarkWithoutFlattenparams_blockSize=1000000&nestedLevel=2&numberOfIterations=1000,"([0.6608285618053217, 0.6310483870967742, 0.8331651530440632, 0.2642016806722689, 0.5292131036811888, 0.2241263440860215, 0.7967914438502673, 0.3439919219118142, 0.7877057440376217, 0.8325487558843309], [636.4185231359996, 1419.5129057280037, 637.8645094400058, 2793.4788157439907, 1725.7033891840192, 2976.6618972161223, 777.6617103360022, 2485.336932351983, 808.6439854080099, 621.9502714879992], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterableparams_,"([0.4044339939536446, 0.8081824279007378, 0.8185172760818518, 0.5461254612546126, 0.6027535258562794, 0.1686746987951807, 0.7749832327297116, 0.6722802290333446, 0.24052331432405233, 0.7848525469168901], [4.889015582632153, 1.5964020395545275, 1.5022686423255271, 3.7399290966014256, 3.2783305887025254, 6.8614684618043436, 1.844110370792274, 2.6944573695670466, 6.274285139905599, 1.7792830870788539], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.8084751418084751, 0.6613226452905812, 0.6567711807871914, 0.6430717863105175, 0.8256666666666667, 0.798330550918197, 0.8002667555851951, 0.7910947438901909, 0.167, 0.7749163879598662], [1.3411947986931774, 2.1931699141973775, 2.276351290856511, 2.2883217581374473, 1.3131266471680605, 1.3993993359757104, 1.3558915452131446, 1.449386051869701, 5.11377146374643, 1.5938989378216817], [True, True, True, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmarkparams_,"([0.267, 0.511837279093031, 0.5785261753917973, 0.6102034011337112, 0.4084694898299433, 0.22533333333333333, 0.17533333333333334, 0.5668556185395132, 0.5186666666666667, 0.552], [0.01867931380897684, 0.011125535253902029, 0.008252116567314387, 0.007363669302207736, 0.013984681039478891, 0.020592440094928572, 0.02185306080294477, 0.009382127366593673, 0.010902097533724646, 0.008616292279927575], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.TroveMapPutTest.troveparams_isPresized=true&loadFactor=0.55&size=4000000,"([0.8345011678345011, 0.8277703604806409, 0.8344459279038718, 0.8158772515010007, 0.831943981327109, 0.8346666666666667, 0.8238825883922615, 0.8019339779926642, 0.8302201467645097, 0.8078078078078078], [322.2221619199995, 334.42234368000027, 319.90585753599987, 352.8468725759997, 328.82294783999987, 320.36723097599986, 340.83228876800007, 385.931542528, 330.9767229439999, 374.47480115200005], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCostparams_burstSize=1&qType=SpmcArrayQueue,"([0.8028121861399398, 0.19469620678079894, 0.28986960882647944, 0.1683894631543848, 0.7766990291262136, 0.16755674232309747, 0.3491480120280655, 0.1683929168058804, 0.1681178834561286, 0.4039425325760107], [0.0004699101079860156, 0.0019370992083916497, 0.0012913967599594537, 0.001497342039937654, 0.0005481887240705454, 0.002018645201193466, 0.00041516882362584227, 0.0017375552589720112, 0.0017178402850747346, 0.001444735740153586], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayListparams_length=11&lookups=10&mostly=misses&size=12,"([0.8326612903225806, 0.550569323509712, 0.33725226738327174, 0.8329979879275654, 0.2340710932260228, 0.18126888217522658, 0.8313172043010753, 0.6759663865546218, 0.1681178834561286, 0.33769721383014434], [0.002135786517984549, 0.0021172957414733796, 0.004301873424001853, 0.0020882664282560626, 0.009149615591037285, 0.009772946648460373, 0.002145039557584698, 0.003976951002293951, 0.010221781825207051, 0.007955011840167366], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.contains_java_HashSetparams_size=10000,"([0.6662207357859532, 0.7983978638184246, 0.812082777036048, 0.8236472945891784, 0.8152972611890448, 0.6929502171734047, 0.7933911882510013, 0.8149632598530394, 0.8253756260434056, 0.820033388981636], [0.000337207044118691, 0.0003962378029518771, 0.00037798481500315057, 0.0003666118009116571, 0.00038532365772553384, 0.0006192130816333534, 0.0004127186631474586, 0.0003670966303429965, 0.0003536773158221792, 0.0003629963776678647], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArrayparams_,"([0.832886805090422, 0.8329986613119144, 0.21156417112299467, 0.823076923076923, 0.8328308207705193, 0.8331103678929765, 0.8332775359892869, 0.8334450402144772, 0.8330545332887254, 0.8060951105157401], [7.467261428391527e-05, 6.825981787262094e-05, 0.00029775000383120353, 7.317763004694122e-05, 8.027033674897653e-05, 7.247691504694844e-05, 7.175820758394537e-05, 8.456779999114861e-05, 6.939007940736786e-05, 8.52751633480675e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.MpqBurstCost.burstCostparams_burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,"([0.39061976549413735, 0.38325550366911276, 0.5335111703901301, 0.3102177554438861, 0.1681178834561286, 0.49832663989290493, 0.3937667560321716, 0.1678345011678345, 0.4401467155718573, 0.40728366187771464], [0.006438497330622547, 0.006701226731518049, 0.005103523778041536, 0.007136051275049489, 0.008681129893994761, 0.0047601518219791425, 0.005700981821241856, 0.008068555199715784, 0.005427433864397465, 0.005557919491995499], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.core.FlattenRangePerf.observableparams_times=1000,"([0.20522263140274524, 1.0003345600535296, 1.0003345600535296, 1.0003348961821836, 1.0003345600535296, 0.49665103817816475, 1.0003344481605352, 1.0003348961821836, 1.0003359086328518, 0.4692436974789916], [0.05002697674734203, 0, 0, 0, 0, 0.030763826496757404, 0, 0, 0, 0.034332845919044806], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=Boolean,"([0.8338338338338338, 0.832, 0.8335001668335001, 0.8299365185432677, 0.8335557038025351, 0.8335001668335001, 0.8334445927903872, 0.8334445927903872, 0.8336666666666667, 0.8335557038025351], [12.626740838399986, 12.784614877866662, 12.610199551999992, 12.839862271999992, 12.571201809066663, 12.879119428266678, 11.9469031424, 12.863285930666658, 12.572337766399997, 11.953943893333351], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAllparams_countk=250&limit=-1&syncThreshold=0,"([0.832, 0.6636666666666666, 0.822, 0.832, 0.7186666666666667, 0.7923333333333333, 0.8326666666666667, 0.827, 0.812, 0.3453333333333333], [781.2646174720002, 1554.7068579840002, 830.2897397759996, 782.1538099199997, 1304.468389887999, 947.29404416, 775.0025216000003, 802.3347036159988, 872.4907294719997, 2960.2349055999985], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializerparams_stringLength=1000,"([0.8332219251336899, 0.6287244727150988, 0.17228714524207012, 0.8298228017385489, 0.8333889816360601, 0.8337228714524207, 0.8335001668335001, 0.636940547762191, 0.6613226452905812, 0.8316070831941196], [0.0008545465377152214, 0.0018476190644910703, 0.003730473695184616, 0.0008743828350587819, 0.0008674555285949732, 0.0008396157217730062, 0.0008698702184965052, 0.0009880903939162597, 0.0017604269982861831, 0.0008938684348679034], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypesparams_,"([0.8342780926975658, 0.8345563709139426, 0.7863333333333333, 0.8338338338338338, 0.8253333333333334, 0.8253756260434056, 0.32344114704901633, 0.816272090696899, 0.7043333333333334, 0.8346666666666667], [3.2088264770814616e-05, 3.1426515209184316e-05, 3.741529717679917e-05, 2.8195651435321078e-05, 3.237217332273809e-05, 3.096796574268651e-05, 0.000122980416970825, 3.551979221503981e-05, 5.371031468438909e-05, 2.695377614354919e-05], [True, True, True, True, True, True, True, True, True, False], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvertparams_count=10,"([0.8324941255454851, 0.8328308207705193, 0.8297587131367292, 0.8331661651621531, 0.8329986613119144, 0.8326065078832606, 0.832886805090422, 0.8313778075762656, 0.8326626425217974, 0.8332217012726055], [0.0010310430158569884, 0.00101506498288681, 0.0010412348177114429, 0.0010379894094181888, 0.001045476224610892, 0.0010588638044057002, 0.0010628258825112519, 0.001037625265248732, 0.0009831097325104859, 0.0010326328623659876], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmarkparams_,"([0.8330545332887254, 0.8313253012048193, 0.8333333333333334, 0.8338903743315508, 0.6649899396378269, 0.8332219251336899, 0.8332776478449716, 0.8265953892415636, 0.8317757009345794, 0.8329986613119144], [6.241619212997334e-05, 5.857444139707296e-05, 6.429599464531981e-05, 6.170800250682132e-05, 0.0001253355499211821, 5.8446212156255206e-05, 5.963307649415362e-05, 6.211062347401955e-05, 6.13111573303852e-05, 6.106584580796323e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramRecordingBench.rawConcurrentRecordingSpeedparams_,"([0.8338338338338338, 0.8305537024683122, 0.8336666666666667, 0.8338338338338338, 0.8339446482160721, 0.834, 0.831943981327109, 0.8286666666666667, 0.8336666666666667, 0.8339446482160721], [3.854073237498466e-05, 3.9424801527134785e-05, 3.840836573182327e-05, 3.6699228509665734e-05, 3.815337363090356e-05, 3.6867533196306725e-05, 3.8717121225635076e-05, 3.9446862829754755e-05, 3.819771278475605e-05, 3.828768620646162e-05], [True, True, True, True, True, False, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ecparams_,"([0.5783294196578329, 0.5824102047667002, 0.6030100334448161, 0.5784903139612558, 0.7613636363636364, 0.5927163381222853, 0.5906354515050167, 0.5915775401069518, 0.5875668449197861, 0.5843635148680254], [18.48153032736502, 18.32585777086986, 17.37160407527616, 18.746085707580978, 8.451449202590466, 17.852263830349138, 17.844131027301586, 17.719455204368188, 17.79745083977143, 18.080576021130092], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_jetty.projectmethod_org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduceparams_matches=1&size=100,"([0.37608841259209647, 0.8329427519250083, 0.828083109919571, 0.8330539725108951, 0.8331103678929765, 0.8329986613119144, 0.39912868632707776, 0.6318257956448912, 0.8303839732888146, 0.5488418932527693], [0.00042461269614814477, 0.00010593793843673187, 0.00012290394803042342, 0.00010585559554332242, 0.00010478579638071113, 0.00012022374124598686, 0.00011079948616437519, 0.000236500628525208, 0.0001169872259845989, 0.0002800752151623634], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdkparams_isPresized=false&loadFactor=0.70f&size=7250000,"([0.834, 0.777, 0.8336666666666667, 0.8343333333333334, 0.8286666666666667, 0.8336666666666667, 0.7803333333333333, 0.8286666666666667, 0.8323333333333334, 0.782], [909.1447521279999, 1224.101330944001, 931.1229050879996, 918.9237719040002, 949.0011258879997, 920.6706995200002, 1220.8360652799995, 941.7785344000002, 917.8206699519999, 1203.735887872], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeapparams_,"([0.5975242556038809, 0.7780381653833277, 0.6627634660421545, 0.1812395309882747, 0.17869071476285905, 0.8014730498828255, 0.2158900435802883, 0.8332775359892869, 0.8337783711615487, 1.0003350083752094], [1.3803668616507205, 0.766098147506589, 1.2015498814479972, 2.8309487048455577, 2.7462662819255153, 0.6855524893363047, 2.759821522504021, 0.6069703447263345, 0.5736026696517862, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVectorparams_,"([0.8332217012726055, 0.833389093342255, 0.8245731503180449, 0.8332219251336899, 0.8329979879275654, 0.8328308207705193, 0.8305882352941176, 0.8294729775092313, 0.8301003344481606, 0.8329427519250083], [0.004268575021534441, 0.004728523513450683, 0.0049521205528350225, 0.004677595513003245, 0.004610467448981618, 0.004661845230959429, 0.004763084471804609, 0.004828047466887815, 0.004806436194649657, 0.004655559594854367], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMapparams_keyCount=8,"([0.8335557038025351, 0.8323333333333334, 0.8339446482160721, 0.8346666666666667, 0.834, 0.752, 0.834, 0.40013337779259756, 0.8336112037345782, 0.8336112037345782], [3.2248427770142076e-05, 3.602221945149116e-05, 3.3557542739241574e-05, 3.11504251690382e-05, 3.331676704141166e-05, 4.6721522959274615e-05, 3.24005021363553e-05, 0.00010818620225593522, 3.162300669418798e-05, 3.1433942552411977e-05], [True, True, True, False, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.ChunkBench.colsRowsReadparams_cols=10000&rows=100000,"([0.8343333333333334, 0.8303333333333334, 0.16866666666666666, 0.5323333333333333, 0.332, 0.8236666666666667, 0.8076666666666666, 0.834, 0.7893333333333333, 1.0003333333333333], [4683.460509696005, 4683.594727424009, 23370.57800191975, 13141.408743423894, 18777.664126975687, 4976.826908672013, 5441.975222272016, 4687.6883681280115, 5951.851593728027, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeatparams_,"([0.7208138759172782, 0.7580213903743316, 0.7751419979953225, 0.37658438959306206, 0.25433911882510013, 0.812625250501002, 0.781563126252505, 0.7019069923051188, 0.7834501167834501, 0.7562688064192578], [32.439042047999976, 27.675470506666613, 26.342686719999975, 73.8475595093332, 83.3250918399991, 21.57471334399997, 25.726560938666672, 34.702087509333225, 25.068655957333316, 27.900652202666684], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4Gparams_depth=16,"([0.8330545332887254, 0.8333889816360601, 0.8333889816360601, 0.8335561497326203, 0.8333889816360601, 0.8332217012726055, 0.8163879598662207, 0.8338892595063375, 0.8331661651621531, 0.8331103678929765], [7.706121497570397e-05, 7.808724537631956e-05, 7.730884433460822e-05, 7.783927887768433e-05, 7.624178986208625e-05, 7.551220306747935e-05, 8.118937621097531e-05, 7.789833017514686e-05, 8.27275383273599e-05, 7.624512360371723e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=stddev_pop&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL,"([0.8335001668335001, 0.8333889816360601, 0.8337783711615487, 0.8334445927903872, 0.8338892595063375, 0.8336112037345782, 0.831943981327109, 0.8334445927903872, 0.8286666666666667, 0.8338892595063375], [4.439117210713325e-05, 4.5236570069675586e-05, 4.566360262818839e-05, 4.653089275652142e-05, 4.876802519224507e-05, 4.575804246843083e-05, 4.679869675143348e-05, 4.640395961944676e-05, 4.768590270182429e-05, 4.5229333800110826e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_protostuffproj_protostuffmethod_io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializerparams_stringLength=100000,"([0.8302767589196399, 0.618284951618285, 0.8336666666666667, 0.8335557038025351, 0.7655103402268179, 0.8288288288288288, 0.8301068090787717, 0.8316633266533067, 0.8329427519250083, 0.8322774258086029], [0.07313614972750518, 0.15831834735554545, 0.07027556416082349, 0.07093001351263573, 0.09998203476680563, 0.07351704848984492, 0.07218593384628774, 0.07118957098668705, 0.07131581657151256, 0.072562342929676], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_RoaringBitmapproj_RoaringBitmapmethod_org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBufferparams_density=0.1,"([1.0003340013360054, 1.0003348961821836, 1.0003340013360054, 1.0003345600535296, 1.0003341129301704, 1.0003341129301704, 1.0003340013360054, 1.0003338898163605, 1.0003341129301704, 1.0003340013360054], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.scalar.StringFunctionsBenchmark.benchmarkSubstringStartLengthFromEndparams_ascii=false&length=10,"([0.8332219251336899, 0.8329986613119144, 0.8331661651621531, 0.8331661651621531, 0.8325503355704698, 0.8327187395239691, 0.8330545332887254, 0.832886805090422, 0.8330545332887254, 0.8332219251336899], [0.18253154342446573, 0.18436585688554577, 0.18436827251871382, 0.1846247758919849, 0.18462550914943437, 0.18437064209152654, 0.18200649491495774, 0.18462369943432047, 0.18541502671012058, 0.18279165028167638], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_water.util.IcedHashMapBench.writeMapparams_arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,"([0.8336666666666667, 0.833389093342255, 0.25953177257525084, 0.8331103678929765, 0.8335001668335001, 0.8328308207705193, 0.17091152815013405, 0.8334445927903872, 0.8339458737053124, 0.5497329773030708], [0.24969701467260427, 0.22208710932104575, 0.348891669147424, 0.2230400904415546, 0.218953333044985, 0.22355852756547512, 0.36913333177366014, 0.22881904986732993, 0.22085421627282725, 0.2975987473243103], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrowparams_,"([0.8331661651621531, 0.8335001668335001, 0.833611760775142, 0.8336673346693386, 0.1761952524239385, 0.833611760775142, 0.8333333333333334, 0.8332775359892869, 0.8331103678929765, 0.8330545332887254], [0.7914490531299803, 0.7876163397235475, 0.7868021566589116, 0.8064617166536876, 2.354961717420796, 0.8008113875655903, 0.7914101504071122, 0.7873628231702945, 0.78573193448474, 0.8167260686352369], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSetparams_size=100000,"([0.826929502171734, 0.8283706925393108, 0.8248492967180174, 0.829, 0.8121454788121455, 0.830270631473438, 0.8286573146292585, 0.8335001668335001, 0.7391158740790355, 0.8265374331550802], [0.0002887105494604965, 0.00026298592447156866, 0.00027156347085849786, 0.0002620017404029663, 0.00028902316334535326, 0.00027046759689273054, 0.00028208237036080557, 0.00026664661520504613, 0.0004111634103596009, 0.00027044132433122925], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.SyncedPositionablesBenchmark.benchmark5params_,"([0.8068827263615101, 0.8065486134313398, 0.8068827263615101, 0.8068181818181818, 0.8071524064171123, 0.8068181818181818, 0.8068827263615101, 0.8069472277889111, 0.8069472277889111, 0.8068827263615101], [5.42608901585457, 5.438237602909063, 5.4304344994909375, 5.4432771723636195, 5.442453504000032, 5.436596968727218, 5.41414939927273, 5.419465262545439, 5.438253093236343, 5.441180020363669], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplaceparams_depth=16,"([0.8330545332887254, 0.8329427519250083, 0.8330545332887254, 0.8332219251336899, 0.8326626425217974, 0.8282085561497327, 0.8329427519250083, 0.8332219251336899, 0.8331661651621531, 0.8329427519250083], [7.507148612165075e-05, 7.117487892873805e-05, 8.616605387684125e-05, 6.939060571754075e-05, 7.221488312948158e-05, 7.37854684995597e-05, 7.138265247262777e-05, 7.148520395109573e-05, 7.255406728142821e-05, 7.032419099018555e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prestodbproj_prestomethod_com.facebook.presto.operator.BenchmarkUnnestOperator.unnestparams_nestedType=array(bigint)|array(bigint)&positionsPerPage=1000&primitiveNullsRatio=0.2&replicateType=bigint&rowNullsRatio=0.0&withOrdinality=false,"([0.8332219251336899, 0.8329986613119144, 0.833611760775142, 0.8335005015045135, 0.8336673346693386, 0.8332776478449716, 0.8335001668335001, 0.8333333333333334, 0.8336673346693386, 0.8335001668335001], [0.5092862343661567, 0.5572762261909933, 0.526630395866227, 0.4998070679036675, 0.524858457287178, 0.510001928357919, 0.49961436193492526, 0.5169029937960075, 0.5006026547324669, 0.5084725572978746], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
