Benchmark,Steady Percentage
org_yellowstonegamesproj_SquidLibmethod_squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2params_NEED_TO_ENLARGE=2&SIZE=65536,"([0.7851901267511674, 0.795120320855615, 0.6493983957219251, 0.8333333333333334, 0.40554998328318287, 0.8322753090544605, 0.8331103678929765, 0.8336673346693386, 0.8106666666666666, 0.8332776478449716], [1.1484296901218125, 1.0832328220198755, 1.954800257145129, 0.8562155880086744, 0.8818961231678725, 0.8883685253043347, 0.8634882420926836, 0.8717779778407736, 1.0014758979481488, 0.8769190657544103], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmarkparams_,"([0.8286666666666667, 0.1683894631543848, 0.16811207471647766, 0.8336666666666667, 0.8336666666666667, 0.8318879252835224, 0.831943981327109, 0.8336666666666667, 0.828552368245497, 0.8336112037345782], [6.438281624755968e-05, 0.0003340246876860072, 0.00031178577403967906, 6.359181716616343e-05, 6.331973229808696e-05, 6.782778935100183e-05, 6.164302150020191e-05, 6.353595984699965e-05, 6.577725524832324e-05, 6.665619065951729e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldXparams_,"([0.6551034022681788, 0.8336673346693386, 0.834, 0.8335561497326203, 0.8334445927903872, 0.833611760775142, 0.8337228714524207, 0.8338892595063375, 0.7198664440734558, 0.8338338338338338], [88.38781337599991, 42.51149926399993, 43.05400627200001, 43.02077951999997, 44.030820351999935, 43.001053183999964, 43.34131609600003, 43.850792959999964, 72.16313139199983, 44.182011903999985], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChainedparams_,"([0.8329427519250083, 0.8330545332887254, 0.8333889816360601, 0.1686746987951807, 0.790720961281709, 0.8333333333333334, 0.6941097724230254, 0.8337228714524207, 0.8339458737053124, 0.8341675008341675], [1.0299072147649835, 1.0258218697657717, 1.0302456488136624, 4.707427442413461, 1.2524959065738253, 1.0285913745294577, 1.8559737621952013, 1.0219889083406348, 1.0238857520244133, 1.016647990109307], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArrayparams_,"([0.8309859154929577, 0.8282557750251088, 0.2788751255440241, 0.8338903743315508, 0.832886805090422, 0.8324941255454851, 0.8281982585398526, 0.8333333333333334, 0.8329986613119144, 0.18096514745308312], [7.17073975606453e-05, 8.29919462626501e-05, 0.000279890031313641, 6.704342714521205e-05, 6.796151469894194e-05, 7.025512096761028e-05, 7.59699929866693e-05, 6.974558173089787e-05, 7.447063766623324e-05, 0.00029483533854039496], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoderparams_,"([0.8331103678929765, 0.8333889816360601, 0.8238825883922615, 0.8332776478449716, 0.8329427519250083, 0.8315508021390374, 0.7984625668449198, 0.8335561497326203, 0.8337228714524207, 0.8333333333333334], [1.3694232959988464, 1.3923692804553829, 1.4972068566338825, 1.35395011223089, 1.3945267687807459, 1.405483002866928, 1.671397291634717, 1.3649983579559062, 1.416863986122342, 1.3909707553737183], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBufferparams_latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,"([1.0003347840642784, 0.7461538461538462, 1.0003343363423605, 1.0003345600535296, 0.8335005015045135, 0.7125167336010709, 0.7256281407035176, 0.6068318821165438, 0.8326626425217974, 0.7136150234741784], [0, 0.006834451401842278, 0, 0, 0.005092675509981734, 0.011893492896520997, 0.007364411381238474, 0.01058255042695338, 0.0050972072119404195, 0.012172541545609317], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipse-vertxproj_vert.xmethod_io.vertx.benchmarks.HeadersEncodeBenchmark.baselineparams_,"([0.8303273213092852, 0.8276553106212425, 0.16755852842809366, 0.6956666666666667, 0.8333889816360601, 0.8287145242070116, 0.16755674232309747, 0.8287716955941254, 0.167, 0.8304405874499332], [3.568795440217768e-05, 3.407510840415882e-05, 0.00016363146828403364, 6.0421026079312534e-05, 3.336852564043581e-05, 3.4479164482503464e-05, 0.00014880904294014476, 3.23898767425491e-05, 0.00014927281336405508, 3.6135063716858855e-05], [True, True, False, True, True, True, True, True, False, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_tinkerpopmethod_org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_out_localXout_out_valuesXnameX_foldXparams_,"([0.8336666666666667, 0.8336666666666667, 0.8303333333333334, 0.8336666666666667, 0.832, 0.8286666666666667, 0.834, 0.7906666666666666, 0.8336666666666667, 0.8136666666666666], [132.00418406399984, 131.2754237439999, 133.76212172799998, 129.42704639999994, 131.64426035199995, 132.60947455999974, 129.66664601599987, 165.8624409599999, 132.31430041599984, 144.67648716800014], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_cantaloupe-projectproj_cantaloupemethod_edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImageparams_,"([0.8332219251336899, 0.8332776478449716, 0.8333889816360601, 0.8330545332887254, 0.8331661651621531, 0.8335561497326203, 0.833834837846874, 0.8332776478449716, 0.8332219251336899, 0.8331661651621531], [1.135429802800037, 1.0410985273017435, 1.0416319051307017, 1.0219355026309596, 1.0411566995497932, 1.0727503495425332, 1.0415237320970439, 1.044216250618214, 1.0461687271367694, 1.050334381753961], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_crateproj_cratemethod_io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollectorparams_,"([0.8333333333333334, 0.8206068689563187, 0.8151484818151484, 0.8234901568234901, 0.8335005015045135, 0.7883650952858575, 0.8006002000666889, 0.8317725752508361, 0.8332776478449716, 0.8344459279038718], [0.17778731132543832, 0.20324285236319645, 0.21903812654464164, 0.21676749839032847, 0.18416268934869473, 0.22499858516160032, 0.21584100971429557, 0.19106893794085045, 0.1852594349092872, 0.19760309053841182], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilderparams_,"([0.8335557038025351, 0.8336112037345782, 0.8336666666666667, 0.8336112037345782, 0.8335001668335001, 0.8336666666666667, 0.8335557038025351, 0.8336666666666667, 0.8335001668335001, 0.8336666666666667], [5.859497835245758, 5.858121510186396, 5.868614407236063, 5.877311064058265, 5.875270484142535, 5.865112936403493, 5.867416169337878, 5.911265076051805, 5.850084775532539, 5.862024952146811], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletableparams_items=1000&maxConcurrency=8&work=1,"([0.778592864288096, 0.7605868622874291, 0.3352234823215477, 0.484, 0.7156666666666667, 0.820855614973262, 0.804209822920147, 0.4115487316421896, 0.2717572524174725, 0.7787787787787788], [2.1008584015991896, 2.297460012425321, 6.395171017348498, 4.958183681268887, 2.693395470557169, 1.7304019880537014, 1.8905244290443293, 5.681944455423016, 6.892008845856009, 2.0885710525916474], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitiveparams_,"([0.8331661651621531, 0.8333333333333334, 0.828428093645485, 0.8333333333333334, 0.8336673346693386, 0.833611760775142, 0.8300434928069589, 0.8327187395239691, 0.8333333333333334, 0.8329986613119144], [0.2207747068817138, 0.21535136671723631, 0.2238363168308547, 0.21773179546525667, 0.22853174794753575, 0.22808233741131834, 0.22620987546250232, 0.20746445878081202, 0.22348344187437233, 0.21879244022707273], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_rdf4jmethod_org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinctparams_countk=50&limit=10&syncThreshold=0,"([0.7835945315105035, 0.832886805090422, 0.8337228714524207, 0.8332219251336899, 0.8145917001338688, 0.8337783711615487, 0.8337228714524207, 0.8324432576769025, 0.7625586068318821, 0.8338892595063375], [139.3895669760006, 107.82008934399987, 108.96329932800025, 108.00542515200016, 118.64086937600015, 108.02298879999994, 105.96410982400037, 112.77670809600001, 150.0677406720003, 109.79586867200018], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.benchparams_,"([0.8180602006688963, 0.7661641541038526, 0.1672787979966611, 0.7705136757838559, 0.4551839464882943, 0.3585284280936455, 0.6554959785522788, 0.8335561497326203, 0.37858572381587724, 0.8089512358049432], [0.9068610928869235, 1.1901153100031046, 4.189093322404188, 1.1253346714095023, 2.7327558151911346, 3.2066523713849016, 1.7303651109264127, 0.8295942427014553, 3.1119220359243864, 0.9817736347604125], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.baseline.SingleThreadedPoll.pollparams_qType=MpscArrayQueue,"([1.0003348961821836, 1.0003342245989304, 1.0003347840642784, 1.0003355704697987, 1.0003348961821836, 1.0003343363423605, 1.0003338898163605, 1.0003345600535296, 1.0003343363423605, 1.0003342245989304], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicatedparams_count=1000,"([0.8298727394507702, 0.8294235924932976, 0.8299296953465015, 0.8294807370184255, 0.829137294394092, 0.832886805090422, 0.8298727394507702, 0.8298157453936349, 0.8293010752688172, 0.8291946308724832], [0.05264164954640845, 0.05264292382103793, 0.05265606651592759, 0.05293201046116734, 0.05263751840022691, 0.05146386897349023, 0.052646547221735424, 0.05265082004432046, 0.052638437400218056, 0.05263954907563692], [True, True, True, True, True, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_h2oaiproj_h2o-3method_hex.AUCBuilderBench.perRowparams_nBins=40&nObs=1000,"([1.0003338898163605, 0.7987273945077026, 1.0003336670003338, 0.7974598930481284, 0.7987273945077026, 1.0003342245989304, 0.7982573726541555, 1.0003338898163605, 0.7987947773685973, 1.0003337783711614], [0, 0.05953103488484319, 0, 0.060077018560340645, 0.05956477815429825, 0, 0.059546779577970936, 0, 0.05952894939377046, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_arrowmethod_org.apache.arrow.vector.BaseValueVectorBenchmarks.testComputeCombinedBufferSizeparams_,"([1.0003340013360054, 0.8333889816360601, 0.8331103678929765, 1.0003344481605352, 1.0003343363423605, 0.8334445927903872, 0.8331103678929765, 1.0003337783711614, 0.8335001668335001, 1.0003335557038024], [0, 0.002182019226528663, 0.002205285146020134, 0, 0, 0.0021870733052230477, 0.0022036105664551852, 0, 0.002186259446829087, 0], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_HdrHistogramproj_HdrHistogrammethod_bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBufferparams_latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,"([0.4250836120401338, 0.6040133779264214, 0.8332776478449716, 0.8331661651621531, 0.49298597194388777, 0.3156312625250501, 0.17647058823529413, 0.43124165554072097, 0.5730974632843792, 0.22237061769616026], [0.14540948628878234, 0.10533224969354671, 0.06015164930462032, 0.03898323144095191, 0.14930475749762723, 0.15005328328681933, 0.15086109707759832, 0.1776808933568039, 0.09362824044676521, 0.16009860702285045], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.MpqBurstCost.burstCostparams_burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,"([0.35587546032808837, 0.28772635814889336, 0.3468498659517426, 0.34896182183523106, 0.1683929168058804, 0.6229508196721312, 0.33188502673796794, 0.8336666666666667, 0.3231645993965806, 0.5603880896620943], [0.014818539078477126, 0.020292430852820155, 0.019499841425761232, 0.016196398490950125, 0.022976581448628595, 0.005547189321173793, 0.019569710503103833, 0.004973923549648179, 0.01777020822786022, 0.011360489824381207], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_ReactiveXproj_RxJavamethod_io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletableparams_,"([0.5609756097560976, 0.8254764292878636, 0.3161592505854801, 0.18704074816299265, 0.16950283616950285, 0.24073455759599333, 0.5130609511051574, 0.38507862161257944, 0.3359008707300737, 0.8341691741892344], [0.020365546196494784, 0.008056346042878814, 0.03083610064130953, 0.03751591389189093, 0.036358033814434476, 0.035226787023979564, 0.02280346956051605, 0.029131739387572773, 0.00854687540259237, 0.007734460753947017], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.getparams_size=9250000,"([0.8303333333333334, 0.8313333333333334, 0.8346666666666667, 0.7813333333333333, 0.8296666666666667, 0.834, 0.3903333333333333, 0.6126666666666667, 0.686, 0.7196666666666667], [514.97926656, 503.5833425919999, 500.67406848000064, 662.0672163840007, 510.6103746559997, 499.5311206400003, 1799.859732480004, 1186.8653486080009, 935.4393681919985, 842.8569231360011], [True, True, True, True, False, True, True, False, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.JsonCodecBenchmarks.bytes_jacksonDecoderparams_,"([0.830270631473438, 0.8329427519250083, 0.832886805090422, 0.8283806343906511, 0.8327187395239691, 0.8336123200535654, 0.8332219251336899, 0.8329986613119144, 0.8332217012726055, 0.8327187395239691], [2.0941649748156146, 2.066648675904477, 2.0894359789713355, 2.151520878972606, 2.0820697788765603, 2.0240696156797076, 2.0674170723444365, 1.9691429736365245, 2.025643386229236, 1.9775412678888693], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopyparams_inputImage=ArrayImg&outputImage=ArrayImg,"([0.6326530612244898, 0.5421686746987951, 0.6170283806343907, 0.8088382992969535, 0.5703753351206434, 0.7165775401069518, 0.7969220475075276, 0.6147677915135316, 0.6379137412236711, 0.7755511022044088], [13.691288202158692, 16.734026638222193, 14.29977114006347, 7.274578505142849, 16.30824860850795, 10.560665567492052, 7.6750745925079356, 14.395777771682546, 13.71624451250793, 8.430957031619057], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_JCToolsproj_JCToolsmethod_org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCostparams_burstSize=10&qType=MpscArrayQueue,"([0.16755674232309747, 0.48332221480987325, 0.609, 0.1683894631543848, 0.1683929168058804, 0.568090787716956, 0.40654205607476634, 0.5488496165388462, 0.22648432288192127, 0.19452786119452786], [0.0035787585210565434, 0.002136629598064267, 0.0006711255867844623, 0.0036761402372641272, 0.0033979089196144313, 0.0018920295799452046, 0.0023658879444821788, 0.002062473465582438, 0.002942387949074217, 0.0030699497083853736], [True, True, False, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.TroveMapPutTest.troveparams_isPresized=true&loadFactor=0.55&size=4250000,"([0.8212737579193065, 0.8324991658324992, 0.8261594928261595, 0.8228819212808539, 0.6887925283522348, 0.8312208138759173, 0.8262754251417139, 0.8323333333333334, 0.7794461127794461, 0.7037037037037037], [385.7469931520004, 357.2362117120006, 369.78976358400007, 376.99557785600047, 652.0444026879998, 364.771278848, 372.88725708799967, 354.32955904000033, 476.89865625600015, 615.3484369919992], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=max&dataType=string&evalMode=FINAL&hasNulls=false&isRepeating=true&processMode=GLOBAL,"([0.8335001668335001, 0.8335557038025351, 0.829219479653102, 0.8333889816360601, 0.8303333333333334, 0.8286666666666667, 0.8236078692897633, 0.818545697131421, 0.8286666666666667, 0.8333333333333334], [5.427152334232305e-05, 5.3185204295875064e-05, 5.007955856681363e-05, 5.366397503275219e-05, 5.4519719832783195e-05, 5.756741874316208e-05, 6.272995159287014e-05, 5.959173561321087e-05, 5.719455188880312e-05, 5.928311909857593e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baselineparams_,"([0.8325503355704698, 0.18825503355704698, 0.832886805090422, 0.6645399597044996, 0.8326612903225806, 0.6647651006711409, 0.8325503355704698, 0.661517797179315, 0.8323252688172043, 0.6229453203622946], [4.914685150423729e-06, 1.66107070512413e-05, 3.78718755685954e-06, 7.98110261309194e-06, 4.262909756243594e-06, 7.5117793277377054e-06, 4.042023652764248e-06, 4.203487926908638e-06, 5.441694659413078e-06, 9.474284622982105e-06], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_hivemethod_org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCountparams_aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL,"([0.8333889816360601, 0.8332219251336899, 0.8329427519250083, 0.8329986613119144, 0.8333889816360601, 0.8333889816360601, 0.828437917222964, 0.8334445927903872, 0.8332219251336899, 0.8332776478449716], [0.0031836407528267325, 0.0031796292009973652, 0.0031797372754506312, 0.0031780296248377646, 0.003180448448333448, 0.0031803290246793544, 0.003276538724542903, 0.0031792777285186966, 0.0031914173196104963, 0.003179280804703093], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_kafkamethod_org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSizeparams_bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=1000&messageVersion=1,"([0.780373831775701, 0.7929073268651723, 0.1731283422459893, 0.8336673346693386, 0.8332219251336899, 0.7950518221330659, 0.6351486802539258, 0.8332776478449716, 0.8335561497326203, 0.8332776478449716], [0.0016609803033385273, 0.0015562718033852898, 0.005749574682727049, 0.001270814132221902, 0.0012759021968911167, 0.001544559826747285, 0.001285859048071044, 0.0012397575141285552, 0.0013108233667125972, 0.0012737976486486855], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_openzipkinproj_zipkinmethod_zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_zipkinDecoderparams_,"([0.8338892595063375, 0.8301003344481606, 0.8329986613119144, 0.8317130405631914, 0.8279209909608303, 0.8331661651621531, 0.8329986613119144, 0.8332219251336899, 0.8337783711615487, 0.8331658291457287], [0.9813269737624424, 0.9791170260033023, 0.9552639732137254, 0.962484493029868, 0.9811811537531857, 0.9249648553964271, 0.956069895530353, 0.9470866462031025, 1.0180507722159087, 0.9359261716702234], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_eclipseproj_eclipse-collectionsmethod_org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRefparams_isPresized=false&loadFactor=0.75&size=4500000,"([0.8153333333333334, 0.8336666666666667, 0.8323333333333334, 0.447, 0.827, 0.8286666666666667, 0.8336666666666667, 0.8343333333333334, 0.8203333333333334, 0.7493333333333333], [572.7301140480002, 517.6767283199994, 519.9573811199998, 1702.1156720639965, 533.9852308479994, 533.1809730560002, 515.9696465919997, 509.0920366079994, 552.754741248, 772.1399091200007], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEqualsparams_,"([0.8221554888221555, 0.6796666666666666, 0.8246082027342447, 0.5088362787595865, 0.8239413137712571, 0.6736666666666666, 0.8332219251336899, 0.701, 0.8156052017339113, 0.6773333333333333], [2.9260962103265018e-05, 6.136308841126955e-05, 3.471678347204412e-05, 7.998420589998491e-05, 3.6228385279409606e-05, 5.928462156786485e-05, 2.857267751304278e-05, 6.300163498692646e-05, 3.309426622787963e-05, 6.475471886751914e-05], [True, False, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_prometheusproj_client_javamethod_io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmarkparams_,"([0.8338892595063375, 0.834, 0.834, 0.8335001668335001, 0.8342780926975658, 0.8336112037345782, 0.834, 0.8336112037345782, 0.8336666666666667, 0.8336112037345782], [2.342590977012524e-05, 2.291325180575001e-05, 2.2987551010068643e-05, 2.353786065520793e-05, 2.3039356887178543e-05, 2.3437074065630466e-05, 2.3480410583916918e-05, 2.3300064991649673e-05, 2.3289419943136763e-05, 2.322051043239766e-05], [True, False, False, True, True, True, False, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglibparams_,"([0.8318879252835224, 0.8343333333333334, 0.831943981327109, 0.834, 0.8336112037345782, 0.8336666666666667, 0.8302767589196399, 0.8336666666666667, 0.8268845897264844, 0.8234901568234901], [0.9060100565811637, 0.911308380040062, 0.919114693859351, 0.9160635298375703, 0.9049917565117069, 0.9056782352197613, 0.9045971810621714, 0.9084922322444272, 0.9442477822702161, 0.9502803305947444], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_imglibproj_imglib2method_net.imglib2.parallel.ParallelizationBenchmark.singleThreadedparams_,"([0.807, 0.8253333333333334, 0.834, 0.8163333333333334, 0.8336666666666667, 0.7903333333333333, 0.8206068689563187, 0.8335557038025351, 0.8336666666666667, 0.8273333333333334], [331.6970946560003, 300.31426355199915, 283.5087360000002, 313.3669376000005, 280.63563776000086, 355.8478970879998, 304.5473648640006, 284.08125849600003, 287.6579512320001, 298.37230079999995], [True, True, True, False, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArrayparams_,"([0.6495155362512529, 0.8313253012048193, 0.8331661651621531, 0.646174406949549, 0.8336673346693386, 0.174247491638796, 0.6646626586506346, 0.8184245660881175, 0.5843635148680254, 0.8336673346693386], [0.0029782373061654375, 0.0015018490052022288, 0.0014983811118785013, 0.0031293542253837273, 0.0014869965228395776, 0.006599623662084514, 0.0028880361259992363, 0.0016381465611612935, 0.0035770309076901164, 0.0014919436075289897], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_apacheproj_camelmethod_org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlowparams_,"([0.8334445927903872, 0.8331661651621531, 0.8335557038025351, 0.8334445927903872, 0.833611760775142, 0.8333889816360601, 0.8334445927903872, 0.8333889816360601, 0.8335001668335001, 0.8332776478449716], [0.6525651266052284, 0.6586793986476034, 0.6676817814782866, 0.6656596093806063, 0.6580198769342891, 0.6666588670415874, 0.6557667624966256, 0.6616296293719722, 0.6516298269580911, 0.6661283073662777], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_raphwproj_byte-buddymethod_net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePoolparams_,"([0.8336112037345782, 0.658324991658325, 0.7650984317650984, 0.8318879252835224, 0.8286666666666667, 0.831943981327109, 0.8338892595063375, 0.8337783711615487, 0.8333889816360601, 0.8339446482160721], [3.083080381984111, 5.950555598341495, 4.4604736684106845, 3.188304179979709, 3.1921973169985955, 3.087187239296764, 3.0923272302832365, 3.26965547741157, 3.1558384978708505, 3.1028902051097083], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_nettyproj_nettymethod_io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOldparams_value=netty,"([0.8331661651621531, 0.832886805090422, 0.8325503355704698, 0.8331103678929765, 0.832886805090422, 0.8299296953465015, 0.8331658291457287, 0.8330545332887254, 0.8329986613119144, 0.8330545332887254], [6.259159862297348e-05, 6.149943514484406e-05, 6.388883115295109e-05, 5.9053981069178125e-05, 6.64144359138494e-05, 6.179312456444441e-05, 5.8048015988545005e-05, 6.222211256363712e-05, 6.29229221197097e-05, 6.3163944251165e-05], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_jdbiproj_jdbimethod_org.jdbi.v3.benchmark.sqlobject.H2SqlObjectV3Benchmark.sqlobjectSelectOneparams_,"([0.8336673346693386, 0.6610850636302746, 0.18038821954484605, 0.8332776478449716, 0.8335557038025351, 0.833611760775142, 0.5123663101604278, 0.5297062750333779, 0.5416944629753169, 0.8334445927903872], [0.006006784110542567, 0.010630444384928725, 0.025162664908511354, 0.005826368993803152, 0.005860986098083228, 0.005686491970181524, 0.015835805564573726, 0.014666659977322987, 0.015164055077295535, 0.006005343638531859], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
org_hazelcastproj_hazelcastmethod_com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAndparams_,"([0.8318850267379679, 0.833389093342255, 0.8335561497326203, 0.8335005015045135, 0.8335561497326203, 0.8317725752508361, 0.8231951871657754, 0.833611760775142, 0.8337236533957846, 0.833611760775142], [0.3571386434998121, 0.35620387180383895, 0.38022112616162607, 0.35867866187308867, 0.3676032051163072, 0.36130619223003024, 0.38103520639377564, 0.3617164940021671, 0.3601830556727777, 0.3684886349954068], [True, True, True, True, True, True, True, True, True, True], [True, True, True, True, True, True, True, True, True, True])"
